rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,tree1_n,tree2_p,time.thisRepN,time.thisTrialN,time.thisN,time.thisIndex,reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,pos1.thisRepN,pos1.thisTrialN,pos1.thisN,pos1.thisIndex,reward2.thisRepN,reward2.thisTrialN,reward2.thisN,reward2.thisIndex,introtext.started,introtext.stopped,tree1_18.started,tree1_18.stopped,tree2_18.started,tree2_18.stopped,tree3_18.started,tree3_18.stopped,tree4_18.started,tree4_18.stopped,circle1.started,circle1.stopped,wait_7.started,wait_7.stopped,forward_11.started,forward_11.stopped,squaree_3.started,squaree_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,tree1_12.started,tree1_12.stopped,tree2_12.started,tree2_12.stopped,tree3_12.started,tree3_12.stopped,tree4_12.started,tree4_12.stopped,circle2.started,circle2.stopped,wait_3.started,wait_3.stopped,forward_2.started,forward_2.stopped,squaree_2.started,squaree_2.stopped,gcircle.started,gcircle.stopped,tree1_4.started,tree1_4.stopped,tree2_4.started,tree2_4.stopped,tree3_4.started,tree3_4.stopped,tree4_4.started,tree4_4.stopped,circle3.started,circle3.stopped,reward_2.started,reward_2.stopped,resp.started,resp.stopped,forward.started,forward.stopped,key_resp.keys,key_resp.started,key_resp.stopped,sol.x,sol.y,sol.leftButton,sol.midButton,sol.rightButton,sol.clicked_name,sol.started,sol.stopped,gcircle_2.started,gcircle_2.stopped,skipsq.started,skipsq.stopped,tree1_19.started,tree1_19.stopped,tree2_19.started,tree2_19.stopped,tree3_19.started,tree3_19.stopped,tree4_19.started,tree4_19.stopped,circle4.started,circle4.stopped,wait_8.started,wait_8.stopped,forward_12.started,forward_12.stopped,squaree_4.started,squaree_4.stopped,gcircle_3.started,gcircle_3.stopped,reward_7.started,reward_7.stopped,gcircle_4.started,gcircle_4.stopped,tree1_6.started,tree1_6.stopped,tree2_6.started,tree2_6.stopped,tree3_6.started,tree3_6.stopped,tree4_6.started,tree4_6.stopped,circle5.started,circle5.stopped,tree1_20.started,tree1_20.stopped,tree2_20.started,tree2_20.stopped,tree3_20.started,tree3_20.stopped,tree4_20.started,tree4_20.stopped,circle.started,circle.stopped,forward_13.started,forward_13.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.clicked_name,mouse_4.started,mouse_4.stopped,tree1_13.started,tree1_13.stopped,tree2_13.started,tree2_13.stopped,tree3_13.started,tree3_13.stopped,tree4_13.started,tree4_13.stopped,circle6.started,circle6.stopped,wait.started,wait.stopped,forward_3.started,forward_3.stopped,tree1_5.started,tree1_5.stopped,tree2_5.started,tree2_5.stopped,tree3_5.started,tree3_5.stopped,tree4_5.started,tree4_5.stopped,circle_5.started,circle_5.stopped,reward_3.started,reward_3.stopped,forward_7.started,forward_7.stopped,sol_2.x,sol_2.y,sol_2.leftButton,sol_2.midButton,sol_2.rightButton,sol_2.clicked_name,sol_2.started,sol_2.stopped,skipsq_2.started,skipsq_2.stopped,gcircle_5.started,gcircle_5.stopped,tree1_21.started,tree1_21.stopped,tree2_21.started,tree2_21.stopped,tree3_21.started,tree3_21.stopped,tree4_21.started,tree4_21.stopped,circle_6.started,circle_6.stopped,reward_9.started,reward_9.stopped,forward_15.started,forward_15.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,-0.6,-0.01,0,0,0,0,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.976017951965332,None,29.976017951965332,None,29.976017951965332,29.976017951965332,29.976017951965332,29.976017951965332,29.976017951965332,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
,,,,,-0.6,-0.02,0,0,0,0,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.063635110855103,None,30.063635110855103,None,30.063635110855103,30.063635110855103,30.063635110855103,30.063635110855103,30.063635110855103,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
,,,,,-0.6,-0.03,0,0,0,0,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.151296138763428,None,30.151296138763428,None,30.151296138763428,30.151296138763428,30.151296138763428,30.151296138763428,30.151296138763428,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
,,,,,-0.6,-0.04,0,0,0,0,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.33082604408264,None,30.33082604408264,None,30.33082604408264,30.33082604408264,30.33082604408264,30.33082604408264,30.33082604408264,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
,,,,,-0.6,-0.05,0,0,0,0,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.371024131774902,None,30.371024131774902,None,30.371024131774902,30.371024131774902,30.371024131774902,30.371024131774902,30.371024131774902,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
,,,,,-0.6,-0.06,0,0,0,0,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.449552059173584,None,30.449552059173584,None,30.449552059173584,30.449552059173584,30.449552059173584,30.449552059173584,30.449552059173584,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
,,,,,-0.6,-0.07,0,0,0,0,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.57472014427185,None,30.57472014427185,None,30.57472014427185,30.57472014427185,30.57472014427185,30.57472014427185,30.57472014427185,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
,,,,,-0.6,-0.08,0,0,0,0,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.66258406639099,None,30.66258406639099,None,30.66258406639099,30.66258406639099,30.66258406639099,30.66258406639099,30.66258406639099,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
,,,,,-0.6,-0.09,0,0,0,0,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.750144004821777,None,30.750144004821777,None,30.750144004821777,30.750144004821777,30.750144004821777,30.750144004821777,30.750144004821777,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
,,,,,-0.6,-0.1,0,0,0,0,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.877793073654175,None,30.877793073654175,None,30.877793073654175,30.877793073654175,30.877793073654175,30.877793073654175,30.877793073654175,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
,,,,,-0.6,-0.11,0,0,0,0,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.965524911880493,None,30.965524911880493,None,30.965524911880493,30.965524911880493,30.965524911880493,30.965524911880493,30.965524911880493,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
,,,,,-0.6,-0.12,0,0,0,0,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.053300142288208,None,31.053300142288208,None,31.053300142288208,31.053300142288208,31.053300142288208,31.053300142288208,31.053300142288208,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
,,,,,-0.6,-0.13,0,0,0,0,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.18109703063965,None,31.18109703063965,None,31.18109703063965,31.18109703063965,31.18109703063965,31.18109703063965,31.18109703063965,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
,,,,,-0.6,-0.14,0,0,0,0,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.268558979034424,None,31.268558979034424,None,31.268558979034424,31.268558979034424,31.268558979034424,31.268558979034424,31.268558979034424,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
,,,,,-0.6,-0.15,0,0,0,0,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.356303930282593,None,31.356303930282593,None,31.356303930282593,31.356303930282593,31.356303930282593,31.356303930282593,31.356303930282593,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
,,,,,-0.6,-0.16,0,0,0,0,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.484498977661133,None,31.484498977661133,None,31.484498977661133,31.484498977661133,31.484498977661133,31.484498977661133,31.484498977661133,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
,,,,,-0.6,-0.17,0,0,0,0,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.572046995162964,None,31.572046995162964,None,31.572046995162964,31.572046995162964,31.572046995162964,31.572046995162964,31.572046995162964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
,,,,,-0.6,-0.18,0,0,0,0,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.659868955612183,None,31.659868955612183,None,31.659868955612183,31.659868955612183,31.659868955612183,31.659868955612183,31.659868955612183,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
,,,,,-0.6,-0.19,0,0,0,0,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.747491121292114,None,31.747491121292114,None,31.747491121292114,31.747491121292114,31.747491121292114,31.747491121292114,31.747491121292114,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
,,,,,-0.6,-0.2,0,0,0,0,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.875128030776978,None,31.875128030776978,None,31.875128030776978,31.875128030776978,31.875128030776978,31.875128030776978,31.875128030776978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
7.5,7.3,7.6,7.1,7.4,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.986239910125732,31.986239910125732,31.986239910125732,None,31.986239910125732,31.986239910125732,31.986239910125732,31.986239910125732,31.986239910125732,None,31.986239910125732,None,-0.002777777777777778,-0.18518518518518517,1,0,0,circle,0.0013759136199951172,None,33.562658071517944,33.562658071517944,33.562658071517944,None,33.562658071517944,33.562658071517944,33.562658071517944,33.562658071517944,33.562658071517944,None,33.562658071517944,33.562658071517944,33.562658071517944,None,34.590173959732056,34.590173959732056,34.590173959732056,None,34.590173959732056,34.590173959732056,34.590173959732056,34.590173959732056,34.590173959732056,None,34.590173959732056,34.590173959732056,34.590173959732056,None,0.48055555555555557,-0.19537037037037036,1,0,0,tree2_5,0.0044193267822265625,None,34.590173959732056,None,34.590173959732056,None,36.134756088256836,36.134756088256836,36.134756088256836,None,36.134756088256836,36.134756088256836,36.134756088256836,36.134756088256836,36.134756088256836,None,36.134756088256836,None,36.134756088256836,None,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
7.1,6.9,7.1,6.6,6.8,,,0,0,0,0,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.14950394630432,37.14950394630432,37.14950394630432,None,37.14950394630432,37.14950394630432,37.14950394630432,37.14950394630432,37.14950394630432,None,37.14950394630432,None,0.005555555555555556,-0.1824074074074074,1,0,0,circle,0.01456141471862793,None,38.27484393119812,38.27484393119812,38.27484393119812,None,38.27484393119812,38.27484393119812,38.27484393119812,38.27484393119812,38.27484393119812,None,38.27484393119812,38.27484393119812,38.27484393119812,None,39.324851989746094,39.324851989746094,39.324851989746094,None,39.324851989746094,39.324851989746094,39.324851989746094,39.324851989746094,39.324851989746094,None,39.324851989746094,39.324851989746094,39.324851989746094,None,0.4425925925925926,-0.17685185185185184,1,0,0,tree2_5,0.006570577621459961,None,39.324851989746094,None,39.324851989746094,None,40.96511912345886,40.96511912345886,40.96511912345886,None,40.96511912345886,40.96511912345886,40.96511912345886,40.96511912345886,40.96511912345886,None,40.96511912345886,None,40.96511912345886,None,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
6.2,6.2,6.8,6.1,6.1,,,0,0,0,0,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.987513065338135,41.987513065338135,41.987513065338135,None,41.987513065338135,41.987513065338135,41.987513065338135,41.987513065338135,41.987513065338135,None,41.987513065338135,None,0.018518518518518517,-0.19074074074074074,1,0,0,circle,0.014893293380737305,None,43.501405000686646,43.501405000686646,43.501405000686646,None,43.501405000686646,43.501405000686646,43.501405000686646,43.501405000686646,43.501405000686646,None,43.501405000686646,43.501405000686646,43.501405000686646,None,44.53774809837341,44.53774809837341,44.53774809837341,None,44.53774809837341,44.53774809837341,44.53774809837341,44.53774809837341,44.53774809837341,None,44.53774809837341,44.53774809837341,44.53774809837341,None,0.4564814814814815,-0.1935185185185185,1,0,0,tree2_5,0.006396055221557617,None,44.53774809837341,None,44.53774809837341,None,46.542354106903076,46.542354106903076,46.542354106903076,None,46.542354106903076,46.542354106903076,46.542354106903076,46.542354106903076,46.542354106903076,None,46.542354106903076,None,46.542354106903076,None,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
5.9,5.8,6.3,5.8,5.8,,,0,0,0,0,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.573678970336914,47.573678970336914,47.573678970336914,None,47.573678970336914,47.573678970336914,47.573678970336914,47.573678970336914,47.573678970336914,None,47.573678970336914,None,-0.001851851851851852,-0.21481481481481482,1,0,0,circle,0.009532451629638672,None,56.475894927978516,56.475894927978516,56.475894927978516,None,56.475894927978516,56.475894927978516,56.475894927978516,56.475894927978516,56.475894927978516,None,56.475894927978516,56.475894927978516,56.475894927978516,None,57.48914694786072,57.48914694786072,57.48914694786072,None,57.48914694786072,57.48914694786072,57.48914694786072,57.48914694786072,57.48914694786072,None,57.48914694786072,57.48914694786072,57.48914694786072,None,0.5027777777777778,-0.18055555555555555,1,0,0,tree2_5,0.005476236343383789,None,57.48914694786072,None,57.48914694786072,None,115.0504400730133,115.0504400730133,115.0504400730133,None,115.0504400730133,115.0504400730133,115.0504400730133,115.0504400730133,115.0504400730133,None,115.0504400730133,None,115.0504400730133,None,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
5.1,5.1,5.9,5.3,5.1,,,0,0,0,0,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.07655191421509,116.07655191421509,116.07655191421509,None,116.07655191421509,116.07655191421509,116.07655191421509,116.07655191421509,116.07655191421509,None,116.07655191421509,None,0.06481481481481481,-0.19814814814814816,1,0,0,circle,0.008313655853271484,None,116.34326410293579,116.34326410293579,116.34326410293579,None,116.34326410293579,116.34326410293579,116.34326410293579,116.34326410293579,116.34326410293579,None,116.34326410293579,116.34326410293579,116.34326410293579,None,117.38450503349304,117.38450503349304,117.38450503349304,None,117.38450503349304,117.38450503349304,117.38450503349304,117.38450503349304,117.38450503349304,None,117.38450503349304,117.38450503349304,117.38450503349304,None,-0.49074074074074076,-0.21851851851851853,1,0,0,skipsq_2,0.012239456176757812,None,117.38450503349304,None,117.38450503349304,None,118.55276393890381,118.55276393890381,118.55276393890381,None,118.55276393890381,118.55276393890381,118.55276393890381,118.55276393890381,118.55276393890381,None,118.55276393890381,None,118.55276393890381,None,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2259,untitled,2020.2.10,60.075253339062556,
