reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,introtext.started,introtext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,8.187221050262451,None,,,,,,,
