rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,tree1_n,tree2_p,reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,pos1.thisRepN,pos1.thisTrialN,pos1.thisN,pos1.thisIndex,reward2.thisRepN,reward2.thisTrialN,reward2.thisN,reward2.thisIndex,introtext.started,introtext.stopped,tree1_18.started,tree1_18.stopped,tree2_18.started,tree2_18.stopped,tree3_18.started,tree3_18.stopped,tree4_18.started,tree4_18.stopped,circle1.started,circle1.stopped,wait_7.started,wait_7.stopped,forward_11.started,forward_11.stopped,squaree_3.started,squaree_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,tree1_12.started,tree1_12.stopped,tree2_12.started,tree2_12.stopped,tree3_12.started,tree3_12.stopped,tree4_12.started,tree4_12.stopped,circle2.started,circle2.stopped,wait_3.started,wait_3.stopped,forward_2.started,forward_2.stopped,squaree_2.started,squaree_2.stopped,gcircle.started,gcircle.stopped,tree1_4.started,tree1_4.stopped,tree2_4.started,tree2_4.stopped,tree3_4.started,tree3_4.stopped,tree4_4.started,tree4_4.stopped,circle3.started,circle3.stopped,reward_2.started,reward_2.stopped,resp.started,resp.stopped,forward.started,forward.stopped,key_resp.keys,key_resp.started,key_resp.stopped,sol.x,sol.y,sol.leftButton,sol.midButton,sol.rightButton,sol.clicked_name,sol.started,sol.stopped,gcircle_2.started,gcircle_2.stopped,skipsq.started,skipsq.stopped,tree1_19.started,tree1_19.stopped,tree2_19.started,tree2_19.stopped,tree3_19.started,tree3_19.stopped,tree4_19.started,tree4_19.stopped,circle4.started,circle4.stopped,wait_8.started,wait_8.stopped,forward_12.started,forward_12.stopped,squaree_4.started,squaree_4.stopped,gcircle_3.started,gcircle_3.stopped,reward_7.started,reward_7.stopped,gcircle_4.started,gcircle_4.stopped,tree1_6.started,tree1_6.stopped,tree2_6.started,tree2_6.stopped,tree3_6.started,tree3_6.stopped,tree4_6.started,tree4_6.stopped,circle5.started,circle5.stopped,tree1_20.started,tree1_20.stopped,tree2_20.started,tree2_20.stopped,tree3_20.started,tree3_20.stopped,tree4_20.started,tree4_20.stopped,circle.started,circle.stopped,forward_13.started,forward_13.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.clicked_name,mouse_4.started,mouse_4.stopped,tree1_13.started,tree1_13.stopped,tree2_13.started,tree2_13.stopped,tree3_13.started,tree3_13.stopped,tree4_13.started,tree4_13.stopped,circle6.started,circle6.stopped,wait.started,wait.stopped,forward_3.started,forward_3.stopped,tree1_5.started,tree1_5.stopped,tree2_5.started,tree2_5.stopped,tree3_5.started,tree3_5.stopped,tree4_5.started,tree4_5.stopped,circle_5.started,circle_5.stopped,reward_3.started,reward_3.stopped,forward_7.started,forward_7.stopped,sol_2.x,sol_2.y,sol_2.leftButton,sol_2.midButton,sol_2.rightButton,sol_2.clicked_name,sol_2.started,sol_2.stopped,skipsq_2.started,skipsq_2.stopped,gcircle_5.started,gcircle_5.stopped,tree1_21.started,tree1_21.stopped,tree2_21.started,tree2_21.stopped,tree3_21.started,tree3_21.stopped,tree4_21.started,tree4_21.stopped,circle_6.started,circle_6.stopped,reward_9.started,reward_9.stopped,forward_15.started,forward_15.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.5,7.3,7.6,7.1,7.4,,,0,0,0,0,,,,,,,,,9.60548996925354,None,10.656003952026367,None,10.656003952026367,10.656003952026367,10.656003952026367,10.656003952026367,10.656003952026367,10.656003952026367,10.656003952026367,None,10.656003952026367,10.656003952026367,10.656003952026367,None,10.656003952026367,10.656003952026367,0.010185185185185186,-0.19444444444444445,1,0,0,circle1,0.0045812129974365234,None,12.585537910461426,None,12.585537910461426,12.585537910461426,12.585537910461426,12.585537910461426,12.585537910461426,12.585537910461426,12.585537910461426,None,12.585537910461426,12.585537910461426,12.585537910461426,None,12.585537910461426,12.585537910461426,12.585537910461426,12.585537910461426,13.61911392211914,None,13.61911392211914,13.61911392211914,13.61911392211914,13.61911392211914,13.61911392211914,13.61911392211914,13.61911392211914,None,13.61911392211914,13.61911392211914,0.005363941192626953,0.005363941192626953,13.61911392211914,None,None,13.61911392211914,13.61911392211914,-0.5268518518518519,-0.18425925925925926,1,0,0,tree1_4,0.005363941192626953,None,13.61911392211914,None,13.61911392211914,None,15.325562953948975,None,15.325562953948975,15.325562953948975,15.325562953948975,15.325562953948975,15.325562953948975,15.325562953948975,15.325562953948975,None,15.325562953948975,15.325562953948975,15.325562953948975,None,15.325562953948975,15.325562953948975,15.325562953948975,15.325562953948975,15.325562953948975,None,15.325562953948975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1913,untitled,2020.2.10,60.53268946845068,
7.1,6.9,7.1,6.6,6.8,,,0,1,1,1,,,,,,,,,,,16.335760831832886,None,16.335760831832886,16.335760831832886,16.335760831832886,16.335760831832886,16.335760831832886,16.335760831832886,16.335760831832886,None,16.335760831832886,16.335760831832886,16.335760831832886,None,16.335760831832886,16.335760831832886,0.009259259259259259,-0.1962962962962963,1,0,0,circle1,0.011431694030761719,None,16.69679284095764,None,16.69679284095764,16.69679284095764,16.69679284095764,16.69679284095764,16.69679284095764,16.69679284095764,16.69679284095764,None,16.69679284095764,16.69679284095764,16.69679284095764,None,16.69679284095764,16.69679284095764,16.69679284095764,16.69679284095764,17.712462902069092,None,17.712462902069092,17.712462902069092,17.712462902069092,17.712462902069092,17.712462902069092,17.712462902069092,17.712462902069092,None,17.712462902069092,17.712462902069092,0.0093536376953125,0.0093536376953125,17.712462902069092,None,None,17.712462902069092,17.712462902069092,0.4666666666666667,-0.20555555555555555,1,0,0,skipsq,0.0093536376953125,None,17.712462902069092,None,17.712462902069092,None,19.025977849960327,None,19.025977849960327,19.025977849960327,19.025977849960327,19.025977849960327,19.025977849960327,19.025977849960327,19.025977849960327,None,19.025977849960327,19.025977849960327,19.025977849960327,None,19.025977849960327,19.025977849960327,19.025977849960327,19.025977849960327,19.025977849960327,None,19.025977849960327,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1913,untitled,2020.2.10,60.53268946845068,
,,,,,-0.2,-0.6,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0966739654541,None,20.0966739654541,None,20.0966739654541,20.0966739654541,20.0966739654541,20.0966739654541,20.0966739654541,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1913,untitled,2020.2.10,60.53268946845068,
,,,,,-0.21,-0.6,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.142634868621826,None,20.142634868621826,None,20.142634868621826,20.142634868621826,20.142634868621826,20.142634868621826,20.142634868621826,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1913,untitled,2020.2.10,60.53268946845068,
,,,,,-0.22,-0.6,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.273900985717773,None,20.273900985717773,None,20.273900985717773,20.273900985717773,20.273900985717773,20.273900985717773,20.273900985717773,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1913,untitled,2020.2.10,60.53268946845068,
,,,,,-0.23,-0.6,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.36353588104248,None,20.36353588104248,None,20.36353588104248,20.36353588104248,20.36353588104248,20.36353588104248,20.36353588104248,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1913,untitled,2020.2.10,60.53268946845068,
,,,,,-0.24,-0.6,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.451647996902466,None,20.451647996902466,None,20.451647996902466,20.451647996902466,20.451647996902466,20.451647996902466,20.451647996902466,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1913,untitled,2020.2.10,60.53268946845068,
,,,,,-0.25,-0.6,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.540812969207764,None,20.540812969207764,None,20.540812969207764,20.540812969207764,20.540812969207764,20.540812969207764,20.540812969207764,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1913,untitled,2020.2.10,60.53268946845068,
,,,,,-0.26,-0.6,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.674324989318848,None,20.674324989318848,None,20.674324989318848,20.674324989318848,20.674324989318848,20.674324989318848,20.674324989318848,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1913,untitled,2020.2.10,60.53268946845068,
,,,,,-0.27,-0.6,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.75632095336914,None,20.75632095336914,None,20.75632095336914,20.75632095336914,20.75632095336914,20.75632095336914,20.75632095336914,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1913,untitled,2020.2.10,60.53268946845068,
