rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,tree1_n,tree2_p,reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,pos1.thisRepN,pos1.thisTrialN,pos1.thisN,pos1.thisIndex,reward2.thisRepN,reward2.thisTrialN,reward2.thisN,reward2.thisIndex,introtext.started,introtext.stopped,tree1_18.started,tree1_18.stopped,tree2_18.started,tree2_18.stopped,tree3_18.started,tree3_18.stopped,tree4_18.started,tree4_18.stopped,circle1.started,circle1.stopped,wait_7.started,wait_7.stopped,forward_11.started,forward_11.stopped,squaree_3.started,squaree_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,tree1_12.started,tree1_12.stopped,tree2_12.started,tree2_12.stopped,tree3_12.started,tree3_12.stopped,tree4_12.started,tree4_12.stopped,circle2.started,circle2.stopped,wait_3.started,wait_3.stopped,forward_2.started,forward_2.stopped,squaree_2.started,squaree_2.stopped,gcircle.started,gcircle.stopped,tree1_4.started,tree1_4.stopped,tree2_4.started,tree2_4.stopped,tree3_4.started,tree3_4.stopped,tree4_4.started,tree4_4.stopped,circle3.started,circle3.stopped,reward_2.started,reward_2.stopped,resp.started,resp.stopped,forward.started,forward.stopped,key_resp.keys,key_resp.started,key_resp.stopped,sol.x,sol.y,sol.leftButton,sol.midButton,sol.rightButton,sol.clicked_name,sol.started,sol.stopped,gcircle_2.started,gcircle_2.stopped,skipsq.started,skipsq.stopped,tree1_19.started,tree1_19.stopped,tree2_19.started,tree2_19.stopped,tree3_19.started,tree3_19.stopped,tree4_19.started,tree4_19.stopped,circle4.started,circle4.stopped,wait_8.started,wait_8.stopped,forward_12.started,forward_12.stopped,squaree_4.started,squaree_4.stopped,gcircle_3.started,gcircle_3.stopped,reward_7.started,reward_7.stopped,gcircle_4.started,gcircle_4.stopped,tree1_6.started,tree1_6.stopped,tree2_6.started,tree2_6.stopped,tree3_6.started,tree3_6.stopped,tree4_6.started,tree4_6.stopped,circle5.started,circle5.stopped,tree1_20.started,tree1_20.stopped,tree2_20.started,tree2_20.stopped,tree3_20.started,tree3_20.stopped,tree4_20.started,tree4_20.stopped,circle.started,circle.stopped,forward_13.started,forward_13.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.clicked_name,mouse_4.started,mouse_4.stopped,tree1_13.started,tree1_13.stopped,tree2_13.started,tree2_13.stopped,tree3_13.started,tree3_13.stopped,tree4_13.started,tree4_13.stopped,circle6.started,circle6.stopped,wait.started,wait.stopped,forward_3.started,forward_3.stopped,tree1_5.started,tree1_5.stopped,tree2_5.started,tree2_5.stopped,tree3_5.started,tree3_5.stopped,tree4_5.started,tree4_5.stopped,circle_5.started,circle_5.stopped,reward_3.started,reward_3.stopped,forward_7.started,forward_7.stopped,sol_2.x,sol_2.y,sol_2.leftButton,sol_2.midButton,sol_2.rightButton,sol_2.clicked_name,sol_2.started,sol_2.stopped,skipsq_2.started,skipsq_2.stopped,gcircle_5.started,gcircle_5.stopped,tree1_21.started,tree1_21.stopped,tree2_21.started,tree2_21.stopped,tree3_21.started,tree3_21.stopped,tree4_21.started,tree4_21.stopped,circle_6.started,circle_6.stopped,reward_9.started,reward_9.stopped,forward_15.started,forward_15.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.5,7.3,7.6,7.1,7.4,,,0,0,0,0,,,,,,,,,28.127131938934326,None,29.178303003311157,None,29.178303003311157,29.178303003311157,29.178303003311157,29.178303003311157,29.178303003311157,29.178303003311157,29.178303003311157,None,29.178303003311157,29.178303003311157,29.178303003311157,None,29.178303003311157,29.178303003311157,0.011111111111111112,-0.20092592592592592,1,0,0,circle1,0.013478994369506836,None,38.76434588432312,None,38.76434588432312,38.76434588432312,38.76434588432312,38.76434588432312,38.76434588432312,38.76434588432312,38.76434588432312,None,38.76434588432312,38.76434588432312,38.76434588432312,None,38.76434588432312,38.76434588432312,38.76434588432312,38.76434588432312,39.78298211097717,None,39.78298211097717,39.78298211097717,39.78298211097717,39.78298211097717,39.78298211097717,39.78298211097717,39.78298211097717,None,39.78298211097717,39.78298211097717,0.007298469543457031,0.007298469543457031,39.78298211097717,None,None,39.78298211097717,39.78298211097717,-0.49444444444444446,-0.18796296296296297,1,0,0,tree1_4,0.007298469543457031,None,39.78298211097717,None,39.78298211097717,None,50.168606996536255,None,50.168606996536255,50.168606996536255,50.168606996536255,50.168606996536255,50.168606996536255,50.168606996536255,50.168606996536255,None,50.168606996536255,50.168606996536255,50.168606996536255,None,50.168606996536255,50.168606996536255,50.168606996536255,50.168606996536255,50.168606996536255,None,50.168606996536255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_2146,untitled,2020.2.10,None,
7.1,6.9,7.1,6.6,6.8,,,0,1,1,1,,,,,,,,,,,51.19660711288452,None,51.19660711288452,51.19660711288452,51.19660711288452,51.19660711288452,51.19660711288452,51.19660711288452,51.19660711288452,None,51.19660711288452,51.19660711288452,51.19660711288452,None,51.19660711288452,51.19660711288452,-0.011111111111111112,-0.23425925925925925,1,0,0,circle1,0.007650613784790039,None,58.34700608253479,None,58.34700608253479,58.34700608253479,58.34700608253479,58.34700608253479,58.34700608253479,58.34700608253479,58.34700608253479,None,58.34700608253479,58.34700608253479,58.34700608253479,None,58.34700608253479,58.34700608253479,58.34700608253479,58.34700608253479,59.36888790130615,None,59.36888790130615,59.36888790130615,59.36888790130615,59.36888790130615,59.36888790130615,59.36888790130615,59.36888790130615,None,59.36888790130615,59.36888790130615,0.004967451095581055,0.004967451095581055,59.36888790130615,None,None,59.36888790130615,59.36888790130615,-0.5305555555555556,-0.20925925925925926,1,0,0,tree1_4,0.004967451095581055,None,59.36888790130615,None,59.36888790130615,None,60.698172092437744,None,60.698172092437744,60.698172092437744,60.698172092437744,60.698172092437744,60.698172092437744,60.698172092437744,60.698172092437744,None,60.698172092437744,60.698172092437744,60.698172092437744,None,60.698172092437744,60.698172092437744,60.698172092437744,60.698172092437744,60.698172092437744,None,60.698172092437744,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_2146,untitled,2020.2.10,None,
6.2,6.2,6.8,6.1,6.1,,,0,2,2,2,,,,,,,,,,,61.72296690940857,None,61.72296690940857,61.72296690940857,61.72296690940857,61.72296690940857,61.72296690940857,61.72296690940857,61.72296690940857,None,61.72296690940857,61.72296690940857,61.72296690940857,None,61.72296690940857,61.72296690940857,-0.025,-0.19907407407407407,1,0,0,circle1,0.011178731918334961,None,62.03578495979309,None,62.03578495979309,62.03578495979309,62.03578495979309,62.03578495979309,62.03578495979309,62.03578495979309,62.03578495979309,None,62.03578495979309,62.03578495979309,62.03578495979309,None,62.03578495979309,62.03578495979309,62.03578495979309,62.03578495979309,63.055525064468384,None,63.055525064468384,63.055525064468384,63.055525064468384,63.055525064468384,63.055525064468384,63.055525064468384,63.055525064468384,None,63.055525064468384,63.055525064468384,0.0034906864166259766,0.0034906864166259766,63.055525064468384,None,None,63.055525064468384,63.055525064468384,-0.4888888888888889,-0.18888888888888888,1,0,0,tree1_4,0.0034906864166259766,None,63.055525064468384,None,63.055525064468384,None,64.1417019367218,None,64.1417019367218,64.1417019367218,64.1417019367218,64.1417019367218,64.1417019367218,64.1417019367218,64.1417019367218,None,64.1417019367218,64.1417019367218,64.1417019367218,None,64.1417019367218,64.1417019367218,64.1417019367218,64.1417019367218,64.1417019367218,None,64.1417019367218,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_2146,untitled,2020.2.10,None,
5.9,5.8,6.3,5.8,5.8,,,0,3,3,3,,,,,,,,,,,65.17479109764099,None,65.17479109764099,65.17479109764099,65.17479109764099,65.17479109764099,65.17479109764099,65.17479109764099,65.17479109764099,None,65.17479109764099,65.17479109764099,65.17479109764099,None,65.17479109764099,65.17479109764099,0.0,-0.21388888888888888,1,0,0,circle1,0.011230945587158203,None,65.97508597373962,None,65.97508597373962,65.97508597373962,65.97508597373962,65.97508597373962,65.97508597373962,65.97508597373962,65.97508597373962,None,65.97508597373962,65.97508597373962,65.97508597373962,None,65.97508597373962,65.97508597373962,65.97508597373962,65.97508597373962,66.9832010269165,None,66.9832010269165,66.9832010269165,66.9832010269165,66.9832010269165,66.9832010269165,66.9832010269165,66.9832010269165,None,66.9832010269165,66.9832010269165,0.010868549346923828,0.010868549346923828,66.9832010269165,None,None,66.9832010269165,66.9832010269165,0.4675925925925926,-0.18055555555555555,1,0,0,skipsq,0.010868549346923828,None,66.9832010269165,None,66.9832010269165,None,68.2635190486908,None,68.2635190486908,68.2635190486908,68.2635190486908,68.2635190486908,68.2635190486908,68.2635190486908,68.2635190486908,None,68.2635190486908,68.2635190486908,68.2635190486908,None,68.2635190486908,68.2635190486908,68.2635190486908,68.2635190486908,68.2635190486908,None,68.2635190486908,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_2146,untitled,2020.2.10,None,
,,,,,-0.2,-0.6,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.30780696868896,None,69.30780696868896,None,69.30780696868896,69.30780696868896,69.30780696868896,69.30780696868896,69.30780696868896,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_2146,untitled,2020.2.10,None,
,,,,,-0.21,-0.6,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.39420700073242,None,69.39420700073242,None,69.39420700073242,69.39420700073242,69.39420700073242,69.39420700073242,69.39420700073242,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_2146,untitled,2020.2.10,None,
,,,,,-0.22,-0.6,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.47882103919983,None,69.47882103919983,None,69.47882103919983,69.47882103919983,69.47882103919983,69.47882103919983,69.47882103919983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_2146,untitled,2020.2.10,None,
,,,,,-0.23,-0.6,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.60165405273438,None,69.60165405273438,None,69.60165405273438,69.60165405273438,69.60165405273438,69.60165405273438,69.60165405273438,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_2146,untitled,2020.2.10,None,
,,,,,-0.24,-0.6,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.68731689453125,None,69.68731689453125,None,69.68731689453125,69.68731689453125,69.68731689453125,69.68731689453125,69.68731689453125,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_2146,untitled,2020.2.10,None,
,,,,,-0.25,-0.6,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.77430701255798,None,69.77430701255798,None,69.77430701255798,69.77430701255798,69.77430701255798,69.77430701255798,69.77430701255798,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_2146,untitled,2020.2.10,None,
