time.thisRepN,time.thisTrialN,time.thisN,time.thisIndex,reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,introtext.started,introtext.stopped,tree1_18.started,tree1_18.stopped,tree2_18.started,tree2_18.stopped,tree3_18.started,tree3_18.stopped,tree4_18.started,tree4_18.stopped,circle1.started,circle1.stopped,wait_7.started,wait_7.stopped,forward_11.started,forward_11.stopped,squaree_3.started,squaree_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,tree1_12.started,tree1_12.stopped,tree2_12.started,tree2_12.stopped,tree3_12.started,tree3_12.stopped,tree4_12.started,tree4_12.stopped,circle2.started,circle2.stopped,wait_3.started,wait_3.stopped,forward_2.started,forward_2.stopped,squaree_2.started,squaree_2.stopped,gcircle.started,gcircle.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,5.713109016418457,None,6.773399114608765,None,6.773399114608765,6.773399114608765,6.773399114608765,6.773399114608765,6.773399114608765,6.773399114608765,6.773399114608765,None,6.773399114608765,6.773399114608765,6.773399114608765,None,6.773399114608765,6.773399114608765,-0.001851851851851852,-0.20462962962962963,1,0,0,circle1,0.0021610260009765625,None,7.606648206710815,None,7.606648206710815,7.606648206710815,7.606648206710815,7.606648206710815,7.606648206710815,7.606648206710815,7.606648206710815,None,7.606648206710815,7.606648206710815,7.606648206710815,None,7.606648206710815,7.606648206710815,7.606648206710815,7.606648206710815,,,,,,,
