time_bound.thisRepN,time_bound.thisTrialN,time_bound.thisN,time_bound.thisIndex,reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,introtext.started,introtext.stopped,tree.started,tree.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,14.722193002700806,None,15.72536301612854,None,15.72536301612854,15.72536301612854,15.72536301612854,15.72536301612854,,,,,,,
