introtext.started,introtext.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,square_2.started,square_2.stopped,tree1_2.started,tree1_2.stopped,tree2_2.started,tree2_2.stopped,tree3_2.started,tree3_2.stopped,tree4_2.started,tree4_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.369770050048828,None,0.016666666666666666,-0.1962962962962963,1,0,0,square_2,0.014524698257446289,None,,,,,,,,,,,,001,2021_Jul_12_2133,untitled,2020.2.10,None,
,,,,,,,,,,8.4060800075531,None,8.4060800075531,None,8.4060800075531,None,8.4060800075531,None,8.4060800075531,None,,,,,,,
