rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,tree1_n,tree2_p,reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,pos1.thisRepN,pos1.thisTrialN,pos1.thisN,pos1.thisIndex,reward2.thisRepN,reward2.thisTrialN,reward2.thisN,reward2.thisIndex,introtext.started,introtext.stopped,tree1_18.started,tree1_18.stopped,tree2_18.started,tree2_18.stopped,tree3_18.started,tree3_18.stopped,tree4_18.started,tree4_18.stopped,circle1.started,circle1.stopped,wait_7.started,wait_7.stopped,forward_11.started,forward_11.stopped,squaree_3.started,squaree_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,tree1_12.started,tree1_12.stopped,tree2_12.started,tree2_12.stopped,tree3_12.started,tree3_12.stopped,tree4_12.started,tree4_12.stopped,circle2.started,circle2.stopped,wait_3.started,wait_3.stopped,forward_2.started,forward_2.stopped,squaree_2.started,squaree_2.stopped,gcircle.started,gcircle.stopped,tree1_4.started,tree1_4.stopped,tree2_4.started,tree2_4.stopped,tree3_4.started,tree3_4.stopped,tree4_4.started,tree4_4.stopped,circle3.started,circle3.stopped,reward_2.started,reward_2.stopped,resp.started,resp.stopped,forward.started,forward.stopped,key_resp.keys,key_resp.started,key_resp.stopped,sol.x,sol.y,sol.leftButton,sol.midButton,sol.rightButton,sol.clicked_name,sol.started,sol.stopped,gcircle_2.started,gcircle_2.stopped,skipsq.started,skipsq.stopped,tree1_19.started,tree1_19.stopped,tree2_19.started,tree2_19.stopped,tree3_19.started,tree3_19.stopped,tree4_19.started,tree4_19.stopped,circle4.started,circle4.stopped,wait_8.started,wait_8.stopped,forward_12.started,forward_12.stopped,squaree_4.started,squaree_4.stopped,gcircle_3.started,gcircle_3.stopped,reward_7.started,reward_7.stopped,gcircle_4.started,gcircle_4.stopped,tree1_6.started,tree1_6.stopped,tree2_6.started,tree2_6.stopped,tree3_6.started,tree3_6.stopped,tree4_6.started,tree4_6.stopped,circle5.started,circle5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,-0.27,-0.6,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.342803955078125,27.342803955078125,27.342803955078125,27.342803955078125,27.342803955078125,27.342803955078125,27.342803955078125,27.342803955078125,27.342803955078125,27.342803955078125,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.28,-0.6,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.541945934295654,27.541945934295654,27.541945934295654,27.541945934295654,27.541945934295654,27.541945934295654,27.541945934295654,27.541945934295654,27.541945934295654,27.541945934295654,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.29,-0.6,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.741046905517578,27.741046905517578,27.741046905517578,27.741046905517578,27.741046905517578,27.741046905517578,27.741046905517578,27.741046905517578,27.741046905517578,27.741046905517578,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.3,-0.6,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.940096855163574,27.940096855163574,27.940096855163574,27.940096855163574,27.940096855163574,27.940096855163574,27.940096855163574,27.940096855163574,27.940096855163574,27.940096855163574,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.31,-0.6,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.06817889213562,None,28.06817889213562,None,28.06817889213562,28.06817889213562,28.06817889213562,28.06817889213562,28.06817889213562,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.32,-0.6,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.156013011932373,None,28.156013011932373,None,28.156013011932373,28.156013011932373,28.156013011932373,28.156013011932373,28.156013011932373,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.33,-0.6,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.281221866607666,None,28.281221866607666,None,28.281221866607666,28.281221866607666,28.281221866607666,28.281221866607666,28.281221866607666,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.34,-0.6,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.361222982406616,None,28.361222982406616,None,28.361222982406616,28.361222982406616,28.361222982406616,28.361222982406616,28.361222982406616,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.35,-0.6,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.479504823684692,None,28.479504823684692,None,28.479504823684692,28.479504823684692,28.479504823684692,28.479504823684692,28.479504823684692,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.36,-0.6,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.559326887130737,None,28.559326887130737,None,28.559326887130737,28.559326887130737,28.559326887130737,28.559326887130737,28.559326887130737,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.37,-0.6,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.678512811660767,None,28.678512811660767,None,28.678512811660767,28.678512811660767,28.678512811660767,28.678512811660767,28.678512811660767,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.38,-0.6,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.758469820022583,None,28.758469820022583,None,28.758469820022583,28.758469820022583,28.758469820022583,28.758469820022583,28.758469820022583,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.39,-0.6,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.87744903564453,None,28.87744903564453,None,28.87744903564453,28.87744903564453,28.87744903564453,28.87744903564453,28.87744903564453,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.4,0.0,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.957279920578003,None,28.957279920578003,None,28.957279920578003,28.957279920578003,28.957279920578003,28.957279920578003,28.957279920578003,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.6,-0.01,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.075757026672363,None,29.075757026672363,None,29.075757026672363,29.075757026672363,29.075757026672363,29.075757026672363,29.075757026672363,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.6,-0.02,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.155725955963135,None,29.155725955963135,None,29.155725955963135,29.155725955963135,29.155725955963135,29.155725955963135,29.155725955963135,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.6,-0.03,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.27665090560913,None,29.27665090560913,None,29.27665090560913,29.27665090560913,29.27665090560913,29.27665090560913,29.27665090560913,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.6,-0.04,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.364421844482422,None,29.364421844482422,None,29.364421844482422,29.364421844482422,29.364421844482422,29.364421844482422,29.364421844482422,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.6,-0.05,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.45194101333618,None,29.45194101333618,None,29.45194101333618,29.45194101333618,29.45194101333618,29.45194101333618,29.45194101333618,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.6,-0.06,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.579887866973877,None,29.579887866973877,None,29.579887866973877,29.579887866973877,29.579887866973877,29.579887866973877,29.579887866973877,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.6,-0.07,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.667670965194702,None,29.667670965194702,None,29.667670965194702,29.667670965194702,29.667670965194702,29.667670965194702,29.667670965194702,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.6,-0.08,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.755481958389282,None,29.755481958389282,None,29.755481958389282,29.755481958389282,29.755481958389282,29.755481958389282,29.755481958389282,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.6,-0.09,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.88335084915161,None,29.88335084915161,None,29.88335084915161,29.88335084915161,29.88335084915161,29.88335084915161,29.88335084915161,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.6,-0.1,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.971225023269653,None,29.971225023269653,None,29.971225023269653,29.971225023269653,29.971225023269653,29.971225023269653,29.971225023269653,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.6,-0.11,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.059159994125366,None,30.059159994125366,None,30.059159994125366,30.059159994125366,30.059159994125366,30.059159994125366,30.059159994125366,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.6,-0.12,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.187028884887695,None,30.187028884887695,None,30.187028884887695,30.187028884887695,30.187028884887695,30.187028884887695,30.187028884887695,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.6,-0.13,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.27519392967224,None,30.27519392967224,None,30.27519392967224,30.27519392967224,30.27519392967224,30.27519392967224,30.27519392967224,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.6,-0.14,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.36335802078247,None,30.36335802078247,None,30.36335802078247,30.36335802078247,30.36335802078247,30.36335802078247,30.36335802078247,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.6,-0.15,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.451162815093994,None,30.451162815093994,None,30.451162815093994,30.451162815093994,30.451162815093994,30.451162815093994,30.451162815093994,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.6,-0.16,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.578982830047607,None,30.578982830047607,None,30.578982830047607,30.578982830047607,30.578982830047607,30.578982830047607,30.578982830047607,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.6,-0.17,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.66675591468811,None,30.66675591468811,None,30.66675591468811,30.66675591468811,30.66675591468811,30.66675591468811,30.66675591468811,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.6,-0.18,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.74597692489624,None,30.74597692489624,None,30.74597692489624,30.74597692489624,30.74597692489624,30.74597692489624,30.74597692489624,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.6,-0.19,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.862486839294434,None,30.862486839294434,None,30.862486839294434,30.862486839294434,30.862486839294434,30.862486839294434,30.862486839294434,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
,,,,,-0.6,-0.2,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.94190788269043,None,30.94190788269043,None,30.94190788269043,30.94190788269043,30.94190788269043,30.94190788269043,30.94190788269043,None,,001,2021_Jul_29_2246,untitled,2020.2.10,60.029425740080256,
