introtext.started,introtext.stopped,tree1_18.started,tree1_18.stopped,tree2_18.started,tree2_18.stopped,tree3_18.started,tree3_18.stopped,tree4_18.started,tree4_18.stopped,square_18.started,square_18.stopped,wait_7.started,wait_7.stopped,forward_11.started,forward_11.stopped,squaree_3.started,squaree_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.575310945510864,None,6.595661878585815,None,6.595661878585815,None,6.595661878585815,None,6.595661878585815,None,6.595661878585815,None,6.595661878585815,6.595661878585815,6.595661878585815,None,6.595661878585815,6.595661878585815,0.012037037037037037,-0.1935185185185185,1,0,0,square_18,0.00790715217590332,None,,001,2021_Jul_21_0208,untitled,2020.2.10,60.01825888117131,
