rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,introtext.started,introtext.stopped,tree1_18.started,tree1_18.stopped,tree2_18.started,tree2_18.stopped,tree3_18.started,tree3_18.stopped,tree4_18.started,tree4_18.stopped,square_18.started,square_18.stopped,wait_7.started,wait_7.stopped,forward_11.started,forward_11.stopped,squaree_3.started,squaree_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,tree1_12.started,tree1_12.stopped,tree2_12.started,tree2_12.stopped,tree3_12.started,tree3_12.stopped,tree4_12.started,tree4_12.stopped,square_12.started,square_12.stopped,wait_3.started,wait_3.stopped,forward_2.started,forward_2.stopped,squaree_2.started,squaree_2.stopped,gcircle.started,gcircle.stopped,tree1_4.started,tree1_4.stopped,tree2_4.started,tree2_4.stopped,tree3_4.started,tree3_4.stopped,tree4_4.started,tree4_4.stopped,square_4.started,square_4.stopped,reward_2.started,reward_2.stopped,resp.x,resp.y,resp.leftButton,resp.midButton,resp.rightButton,resp.time,resp.clicked_name,resp.started,resp.stopped,forward.started,forward.stopped,squaree.started,squaree.stopped,key_resp.keys,key_resp.started,key_resp.stopped,skip.x,skip.y,skip.leftButton,skip.midButton,skip.rightButton,skip.time,skip.started,skip.stopped,gcircle_2.started,gcircle_2.stopped,tree1_19.started,tree1_19.stopped,tree2_19.started,tree2_19.stopped,tree3_19.started,tree3_19.stopped,tree4_19.started,tree4_19.stopped,square_19.started,square_19.stopped,wait_8.started,wait_8.stopped,forward_12.started,forward_12.stopped,squaree_4.started,squaree_4.stopped,gcircle_3.started,gcircle_3.stopped,reward_7.started,reward_7.stopped,gcircle_4.started,gcircle_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.5,7.3,7.6,7.1,7.4,0,0,0,0,5.500272989273071,None,6.5435919761657715,None,6.5435919761657715,6.5435919761657715,6.5435919761657715,6.5435919761657715,6.5435919761657715,6.5435919761657715,6.5435919761657715,None,6.5435919761657715,6.5435919761657715,6.5435919761657715,None,6.5435919761657715,6.5435919761657715,0.028703703703703703,-0.1925925925925926,1,0,0,square_18,0.013853311538696289,None,8.178674936294556,None,8.178674936294556,None,8.178674936294556,None,8.178674936294556,None,8.178674936294556,None,8.178674936294556,8.178674936294556,8.178674936294556,None,8.178674936294556,8.178674936294556,8.178674936294556,8.178674936294556,9.196623086929321,None,9.196623086929321,None,9.196623086929321,None,9.196623086929321,None,9.196623086929321,None,9.196623086929321,9.196623086929321,-0.5138888888888888,-0.18888888888888888,1,0,0,1.953437089920044,tree1_4,0.015715360641479492,None,9.196623086929321,None,9.196623086929321,9.196623086929321,None,9.196623086929321,None,-0.5138888888888888,-0.18888888888888888,1,0,0,1.300868034362793,0.015715360641479492,None,9.196623086929321,None,11.212909936904907,None,11.212909936904907,None,11.212909936904907,None,11.212909936904907,None,11.212909936904907,None,11.212909936904907,None,11.212909936904907,None,11.212909936904907,11.212909936904907,11.212909936904907,11.212909936904907,11.212909936904907,None,11.212909936904907,None,,001,2021_Jul_27_1429,untitled,2020.2.10,59.959572393720286,
