rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,tree1_n,tree2_p,time.thisRepN,time.thisTrialN,time.thisN,time.thisIndex,reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,pos1.thisRepN,pos1.thisTrialN,pos1.thisN,pos1.thisIndex,reward2.thisRepN,reward2.thisTrialN,reward2.thisN,reward2.thisIndex,introtext.started,introtext.stopped,tree1_18.started,tree1_18.stopped,tree2_18.started,tree2_18.stopped,tree3_18.started,tree3_18.stopped,tree4_18.started,tree4_18.stopped,circle1.started,circle1.stopped,wait_7.started,wait_7.stopped,forward_11.started,forward_11.stopped,squaree_3.started,squaree_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,tree1_12.started,tree1_12.stopped,tree2_12.started,tree2_12.stopped,tree3_12.started,tree3_12.stopped,tree4_12.started,tree4_12.stopped,circle2.started,circle2.stopped,wait_3.started,wait_3.stopped,forward_2.started,forward_2.stopped,squaree_2.started,squaree_2.stopped,gcircle.started,gcircle.stopped,tree1_4.started,tree1_4.stopped,tree2_4.started,tree2_4.stopped,tree3_4.started,tree3_4.stopped,tree4_4.started,tree4_4.stopped,circle3.started,circle3.stopped,reward_2.started,reward_2.stopped,resp.started,resp.stopped,forward.started,forward.stopped,key_resp.keys,key_resp.started,key_resp.stopped,sol.x,sol.y,sol.leftButton,sol.midButton,sol.rightButton,sol.clicked_name,sol.started,sol.stopped,gcircle_2.started,gcircle_2.stopped,skipsq.started,skipsq.stopped,tree1_19.started,tree1_19.stopped,tree2_19.started,tree2_19.stopped,tree3_19.started,tree3_19.stopped,tree4_19.started,tree4_19.stopped,circle4.started,circle4.stopped,wait_8.started,wait_8.stopped,forward_12.started,forward_12.stopped,squaree_4.started,squaree_4.stopped,gcircle_3.started,gcircle_3.stopped,reward_7.started,reward_7.stopped,gcircle_4.started,gcircle_4.stopped,tree1_6.started,tree1_6.stopped,tree2_6.started,tree2_6.stopped,tree3_6.started,tree3_6.stopped,tree4_6.started,tree4_6.stopped,circle5.started,circle5.stopped,tree1_20.started,tree1_20.stopped,tree2_20.started,tree2_20.stopped,tree3_20.started,tree3_20.stopped,tree4_20.started,tree4_20.stopped,circle.started,circle.stopped,forward_13.started,forward_13.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,tree1_13.started,tree1_13.stopped,tree2_13.started,tree2_13.stopped,tree3_13.started,tree3_13.stopped,tree4_13.started,tree4_13.stopped,circle6.started,circle6.stopped,wait.started,wait.stopped,forward_3.started,forward_3.stopped,tree1_5.started,tree1_5.stopped,tree2_5.started,tree2_5.stopped,tree3_5.started,tree3_5.stopped,tree4_5.started,tree4_5.stopped,circle_5.started,circle_5.stopped,reward_3.started,reward_3.stopped,forward_7.started,forward_7.stopped,sol_2.x,sol_2.y,sol_2.leftButton,sol_2.midButton,sol_2.rightButton,sol_2.clicked_name,sol_2.started,sol_2.stopped,skipsq_2.started,skipsq_2.stopped,gcircle_5.started,gcircle_5.stopped,tree1_21.started,tree1_21.stopped,tree2_21.started,tree2_21.stopped,tree3_21.started,tree3_21.stopped,tree4_21.started,tree4_21.stopped,circle_6.started,circle_6.stopped,reward_9.started,reward_9.stopped,forward_15.started,forward_15.stopped,mouse_4.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
7.5,7.3,7.6,7.1,7.4,,,0,0,0,0,0,0,0,0,,,,,,,,,5.466441869735718,None,6.543614864349365,None,6.543614864349365,6.543614864349365,6.543614864349365,6.543614864349365,6.543614864349365,6.543614864349365,6.543614864349365,None,6.543614864349365,6.543614864349365,6.543614864349365,None,6.543614864349365,6.543614864349365,-0.01574074074074074,-0.2037037037037037,1,0,0,circle1,0.002512216567993164,None,9.479521989822388,None,9.479521989822388,9.479521989822388,9.479521989822388,9.479521989822388,9.479521989822388,9.479521989822388,9.479521989822388,None,9.479521989822388,9.479521989822388,9.479521989822388,None,9.479521989822388,9.479521989822388,9.479521989822388,9.479521989822388,10.507736921310425,None,10.507736921310425,10.507736921310425,10.507736921310425,10.507736921310425,10.507736921310425,10.507736921310425,10.507736921310425,None,10.507736921310425,10.507736921310425,0.0007846355438232422,0.0007846355438232422,10.507736921310425,None,None,10.507736921310425,10.507736921310425,-0.4981481481481482,-0.18796296296296297,1,0,0,tree1_4,0.0007846355438232422,None,10.507736921310425,None,10.507736921310425,None,11.993521928787231,None,11.993521928787231,11.993521928787231,11.993521928787231,11.993521928787231,11.993521928787231,11.993521928787231,11.993521928787231,None,11.993521928787231,11.993521928787231,11.993521928787231,None,11.993521928787231,11.993521928787231,11.993521928787231,11.993521928787231,11.993521928787231,None,11.993521928787231,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2334,untitled,2020.2.10,59.945604093270546,
7.1,6.9,7.1,6.6,6.8,,,0,0,0,0,0,1,1,1,,,,,,,,,,,13.021082878112793,None,13.021082878112793,13.021082878112793,13.021082878112793,13.021082878112793,13.021082878112793,13.021082878112793,13.021082878112793,None,13.021082878112793,13.021082878112793,13.021082878112793,None,13.021082878112793,13.021082878112793,-0.011111111111111112,-0.19444444444444445,1,0,0,circle1,0.013700723648071289,None,13.577955961227417,None,13.577955961227417,13.577955961227417,13.577955961227417,13.577955961227417,13.577955961227417,13.577955961227417,13.577955961227417,None,13.577955961227417,13.577955961227417,13.577955961227417,None,13.577955961227417,13.577955961227417,13.577955961227417,13.577955961227417,14.608500957489014,None,14.608500957489014,14.608500957489014,14.608500957489014,14.608500957489014,14.608500957489014,14.608500957489014,14.608500957489014,None,14.608500957489014,14.608500957489014,0.005618572235107422,0.005618572235107422,14.608500957489014,None,None,14.608500957489014,14.608500957489014,-0.4981481481481482,-0.1675925925925926,1,0,0,tree1_4,0.005618572235107422,None,14.608500957489014,None,14.608500957489014,None,15.946553945541382,None,15.946553945541382,15.946553945541382,15.946553945541382,15.946553945541382,15.946553945541382,15.946553945541382,15.946553945541382,None,15.946553945541382,15.946553945541382,15.946553945541382,None,15.946553945541382,15.946553945541382,15.946553945541382,15.946553945541382,15.946553945541382,None,15.946553945541382,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2334,untitled,2020.2.10,59.945604093270546,
6.2,6.2,6.8,6.1,6.1,,,0,0,0,0,0,2,2,2,,,,,,,,,,,16.99165987968445,None,16.99165987968445,16.99165987968445,16.99165987968445,16.99165987968445,16.99165987968445,16.99165987968445,16.99165987968445,None,16.99165987968445,16.99165987968445,16.99165987968445,None,16.99165987968445,16.99165987968445,0.001851851851851852,-0.18611111111111112,1,0,0,circle1,0.006681680679321289,None,17.39668297767639,None,17.39668297767639,17.39668297767639,17.39668297767639,17.39668297767639,17.39668297767639,17.39668297767639,17.39668297767639,None,17.39668297767639,17.39668297767639,17.39668297767639,None,17.39668297767639,17.39668297767639,17.39668297767639,17.39668297767639,18.413452863693237,None,18.413452863693237,18.413452863693237,18.413452863693237,18.413452863693237,18.413452863693237,18.413452863693237,18.413452863693237,None,18.413452863693237,18.413452863693237,0.003960609436035156,0.003960609436035156,18.413452863693237,None,None,18.413452863693237,18.413452863693237,-0.5092592592592593,-0.1925925925925926,1,0,0,tree1_4,0.003960609436035156,None,18.413452863693237,None,18.413452863693237,None,19.670949935913086,None,19.670949935913086,19.670949935913086,19.670949935913086,19.670949935913086,19.670949935913086,19.670949935913086,19.670949935913086,None,19.670949935913086,19.670949935913086,19.670949935913086,None,19.670949935913086,19.670949935913086,19.670949935913086,19.670949935913086,19.670949935913086,None,19.670949935913086,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2334,untitled,2020.2.10,59.945604093270546,
5.9,5.8,6.3,5.8,5.8,,,0,0,0,0,0,3,3,3,,,,,,,,,,,20.704385995864868,None,20.704385995864868,20.704385995864868,20.704385995864868,20.704385995864868,20.704385995864868,20.704385995864868,20.704385995864868,None,20.704385995864868,20.704385995864868,20.704385995864868,None,20.704385995864868,20.704385995864868,0.02962962962962963,-0.2,1,0,0,circle1,0.007884740829467773,None,22.777097940444946,None,22.777097940444946,22.777097940444946,22.777097940444946,22.777097940444946,22.777097940444946,22.777097940444946,22.777097940444946,None,22.777097940444946,22.777097940444946,22.777097940444946,None,22.777097940444946,22.777097940444946,22.777097940444946,22.777097940444946,23.821465015411377,None,23.821465015411377,23.821465015411377,23.821465015411377,23.821465015411377,23.821465015411377,23.821465015411377,23.821465015411377,None,23.821465015411377,23.821465015411377,0.004215717315673828,0.004215717315673828,23.821465015411377,None,None,23.821465015411377,23.821465015411377,0.46296296296296297,-0.18703703703703703,1,0,0,skipsq,0.004215717315673828,None,23.821465015411377,None,23.821465015411377,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2334,untitled,2020.2.10,59.945604093270546,
,,,,,-0.2,-0.6,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04833698272705,None,25.04833698272705,None,25.04833698272705,25.04833698272705,25.04833698272705,25.04833698272705,25.04833698272705,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2334,untitled,2020.2.10,59.945604093270546,
,,,,,-0.21,-0.6,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.234028816223145,25.234028816223145,25.234028816223145,25.234028816223145,25.234028816223145,25.234028816223145,25.234028816223145,25.234028816223145,25.234028816223145,25.234028816223145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2334,untitled,2020.2.10,59.945604093270546,
,,,,,-0.22,-0.6,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.429033994674683,25.429033994674683,25.429033994674683,25.429033994674683,25.429033994674683,25.429033994674683,25.429033994674683,25.429033994674683,25.429033994674683,25.429033994674683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2334,untitled,2020.2.10,59.945604093270546,
,,,,,-0.23,-0.6,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.62852382659912,25.62852382659912,25.62852382659912,25.62852382659912,25.62852382659912,25.62852382659912,25.62852382659912,25.62852382659912,25.62852382659912,25.62852382659912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2334,untitled,2020.2.10,59.945604093270546,
,,,,,-0.24,-0.6,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8231999874115,25.8231999874115,25.8231999874115,25.8231999874115,25.8231999874115,25.8231999874115,25.8231999874115,25.8231999874115,25.8231999874115,25.8231999874115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2334,untitled,2020.2.10,59.945604093270546,
,,,,,-0.25,-0.6,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.011215925216675,26.011215925216675,26.011215925216675,26.011215925216675,26.011215925216675,26.011215925216675,26.011215925216675,26.011215925216675,26.011215925216675,26.011215925216675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_2334,untitled,2020.2.10,59.945604093270546,
