rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,time_bound.thisRepN,time_bound.thisTrialN,time_bound.thisN,time_bound.thisIndex,reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,introtext.started,introtext.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,square_2.started,square_2.stopped,tree1_2.started,tree1_2.stopped,tree2_2.started,tree2_2.stopped,tree3_2.started,tree3_2.stopped,tree4_2.started,tree4_2.stopped,forward_14.started,forward_14.stopped,tree1_18.started,tree1_18.stopped,tree2_18.started,tree2_18.stopped,tree3_18.started,tree3_18.stopped,tree4_18.started,tree4_18.stopped,square_18.started,square_18.stopped,wait_7.started,wait_7.stopped,forward_11.started,forward_11.stopped,squaree_3.started,squaree_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,tree1_12.started,tree1_12.stopped,tree2_12.started,tree2_12.stopped,tree3_12.started,tree3_12.stopped,tree4_12.started,tree4_12.stopped,square_12.started,square_12.stopped,wait_3.started,wait_3.stopped,forward_2.started,forward_2.stopped,squaree_2.started,squaree_2.stopped,gcircle.started,gcircle.stopped,tree1_4.started,tree1_4.stopped,tree2_4.started,tree2_4.stopped,tree3_4.started,tree3_4.stopped,tree4_4.started,tree4_4.stopped,square_4.started,square_4.stopped,reward_2.started,reward_2.stopped,resp.x,resp.y,resp.leftButton,resp.midButton,resp.rightButton,resp.time,resp.clicked_name,resp.started,resp.stopped,forward.started,forward.stopped,squaree.started,squaree.stopped,key_resp.keys,key_resp.started,key_resp.stopped,skip.started,skip.stopped,gcircle_2.started,gcircle_2.stopped,tree1_19.started,tree1_19.stopped,tree2_19.started,tree2_19.stopped,tree3_19.started,tree3_19.stopped,tree4_19.started,tree4_19.stopped,square_19.started,square_19.stopped,wait_8.started,wait_8.stopped,forward_12.started,forward_12.stopped,squaree_4.started,squaree_4.stopped,gcircle_3.started,gcircle_3.stopped,reward_7.started,reward_7.stopped,gcircle_4.started,gcircle_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,291.5476701259613,None,-0.010185185185185186,-0.19814814814814816,1,0,0,square_2,0.013488054275512695,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_18_2045,untitled,2020.2.10,59.932241752055106,
7.5,7.3,7.6,7.1,7.4,0,0,0,0,0,0,0,0,,,,,,,,,,,292.55809807777405,None,292.55809807777405,None,292.55809807777405,None,292.55809807777405,None,292.55809807777405,None,292.55809807777405,None,295.3262209892273,None,295.3262209892273,None,295.3262209892273,None,295.3262209892273,None,295.3262209892273,None,295.3262209892273,295.3262209892273,295.3262209892273,None,295.3262209892273,295.3262209892273,-0.002777777777777778,-0.19166666666666668,1,0,0,square_18,6.890296936035156e-05,None,296.8199551105499,None,296.8199551105499,None,296.8199551105499,None,296.8199551105499,None,296.8199551105499,None,296.8199551105499,296.8199551105499,296.8199551105499,None,296.8199551105499,296.8199551105499,296.8199551105499,296.8199551105499,297.84892296791077,None,297.84892296791077,None,297.84892296791077,None,297.84892296791077,None,297.84892296791077,None,297.84892296791077,297.84892296791077,-0.49444444444444446,-0.16203703703703703,1,0,0,1.4132070541381836,tree1_4,0.0003750324249267578,None,297.84892296791077,None,297.84892296791077,297.84892296791077,None,297.84892296791077,None,0.0003750324249267578,None,297.84892296791077,None,299.3215730190277,None,299.3215730190277,None,299.3215730190277,None,299.3215730190277,None,299.3215730190277,None,299.3215730190277,None,299.3215730190277,None,299.3215730190277,299.3215730190277,299.3215730190277,299.3215730190277,299.3215730190277,None,299.3215730190277,None,,001,2021_Jul_18_2045,untitled,2020.2.10,59.932241752055106,
