reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,introtext.started,introtext.stopped,tree1_18.started,tree1_18.stopped,tree2_18.started,tree2_18.stopped,tree3_18.started,tree3_18.stopped,tree4_18.started,tree4_18.stopped,square_18.started,square_18.stopped,wait_7.started,wait_7.stopped,forward_11.started,forward_11.stopped,squaree_3.started,squaree_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,tree1_12.started,tree1_12.stopped,tree2_12.started,tree2_12.stopped,tree3_12.started,tree3_12.stopped,tree4_12.started,tree4_12.stopped,square_12.started,square_12.stopped,wait_3.started,wait_3.stopped,forward_2.started,forward_2.stopped,squaree_2.started,squaree_2.stopped,gcircle.started,gcircle.stopped,tree1_4.started,tree1_4.stopped,tree2_4.started,tree2_4.stopped,tree3_4.started,tree3_4.stopped,tree4_4.started,tree4_4.stopped,square_4.started,square_4.stopped,reward_2.started,reward_2.stopped,resp.x,resp.y,resp.leftButton,resp.midButton,resp.rightButton,resp.time,resp.clicked_name,resp.started,resp.stopped,forward.started,forward.stopped,key_resp.keys,key_resp.started,key_resp.stopped,skip.started,skip.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,5.56781792640686,None,6.593713045120239,None,6.593713045120239,6.593713045120239,6.593713045120239,6.593713045120239,6.593713045120239,6.593713045120239,6.593713045120239,None,6.593713045120239,6.593713045120239,6.593713045120239,None,6.593713045120239,6.593713045120239,-0.008333333333333333,-0.20925925925925926,1,0,0,square_18,0.012842416763305664,None,7.815578937530518,None,7.815578937530518,7.815578937530518,7.815578937530518,7.815578937530518,7.815578937530518,7.815578937530518,7.815578937530518,None,7.815578937530518,7.815578937530518,7.815578937530518,None,7.815578937530518,7.815578937530518,7.815578937530518,7.815578937530518,8.837185144424438,None,8.837185144424438,8.837185144424438,8.837185144424438,8.837185144424438,8.837185144424438,8.837185144424438,8.837185144424438,None,8.837185144424438,8.837185144424438,-0.4981481481481482,-0.1787037037037037,1,0,0,1.53938889503479,tree1_4,0.001012563705444336,None,8.837185144424438,None,None,8.837185144424438,None,0.001012563705444336,None,,,,,,,
