rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,reward,tree1_n,tree2_p,time.thisRepN,time.thisTrialN,time.thisN,time.thisIndex,reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,pos_1.thisRepN,pos_1.thisTrialN,pos_1.thisN,pos_1.thisIndex,reward2.thisRepN,reward2.thisTrialN,reward2.thisN,reward2.thisIndex,introtext.started,introtext.stopped,tree1_18.started,tree1_18.stopped,tree2_18.started,tree2_18.stopped,tree3_18.started,tree3_18.stopped,tree4_18.started,tree4_18.stopped,circle1.started,circle1.stopped,wait_7.started,wait_7.stopped,forward_11.started,forward_11.stopped,squaree_3.started,squaree_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,tree1_12.started,tree1_12.stopped,tree2_12.started,tree2_12.stopped,tree3_12.started,tree3_12.stopped,tree4_12.started,tree4_12.stopped,circle2.started,circle2.stopped,wait_3.started,wait_3.stopped,forward_2.started,forward_2.stopped,squaree_2.started,squaree_2.stopped,gcircle.started,gcircle.stopped,tree1_4.started,tree1_4.stopped,tree2_4.started,tree2_4.stopped,tree3_4.started,tree3_4.stopped,tree4_4.started,tree4_4.stopped,circle3.started,circle3.stopped,reward_2.started,reward_2.stopped,resp.started,resp.stopped,forward.started,forward.stopped,key_resp.keys,key_resp.started,key_resp.stopped,sol.x,sol.y,sol.leftButton,sol.midButton,sol.rightButton,sol.clicked_name,sol.started,sol.stopped,gcircle_2.started,gcircle_2.stopped,skipsq.started,skipsq.stopped,tree1_19.started,tree1_19.stopped,tree2_19.started,tree2_19.stopped,tree3_19.started,tree3_19.stopped,tree4_19.started,tree4_19.stopped,circle4.started,circle4.stopped,wait_8.started,wait_8.stopped,forward_12.started,forward_12.stopped,squaree_4.started,squaree_4.stopped,gcircle_3.started,gcircle_3.stopped,reward_7.started,reward_7.stopped,gcircle_4.started,gcircle_4.stopped,tree1_6.started,tree1_6.stopped,tree2_6.started,tree2_6.stopped,tree3_6.started,tree3_6.stopped,tree4_6.started,tree4_6.stopped,circle5.started,circle5.stopped,tree1_20.started,tree1_20.stopped,tree2_20.started,tree2_20.stopped,tree3_20.started,tree3_20.stopped,tree4_20.started,tree4_20.stopped,circle.started,circle.stopped,forward_13.started,forward_13.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.clicked_name,mouse_4.started,mouse_4.stopped,tree1_13.started,tree1_13.stopped,tree2_13.started,tree2_13.stopped,tree3_13.started,tree3_13.stopped,tree4_13.started,tree4_13.stopped,circle6.started,circle6.stopped,wait.started,wait.stopped,forward_3.started,forward_3.stopped,tree1_5.started,tree1_5.stopped,tree2_5.started,tree2_5.stopped,tree3_5.started,tree3_5.stopped,tree4_5.started,tree4_5.stopped,circle_5.started,circle_5.stopped,reward_3.started,reward_3.stopped,forward_7.started,forward_7.stopped,sol_2.x,sol_2.y,sol_2.leftButton,sol_2.midButton,sol_2.rightButton,sol_2.clicked_name,sol_2.started,sol_2.stopped,skipsq_2.started,skipsq_2.stopped,gcircle_5.started,gcircle_5.stopped,tree1_21.started,tree1_21.stopped,tree2_21.started,tree2_21.stopped,tree3_21.started,tree3_21.stopped,tree4_21.started,tree4_21.stopped,circle_6.started,circle_6.stopped,reward_9.started,reward_9.stopped,forward_15.started,forward_15.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.5,7.3,7.6,7.1,7.4,$rewardval1,,,0,0,0,1,0,0,0,0,,,,,,,,,7.149060964584351,None,8.23000693321228,None,8.23000693321228,8.23000693321228,8.23000693321228,8.23000693321228,8.23000693321228,8.23000693321228,8.23000693321228,None,8.23000693321228,8.23000693321228,8.23000693321228,None,8.23000693321228,8.23000693321228,0.012962962962962963,-0.2064814814814815,1,0,0,circle1,0.0021820068359375,None,9.03495192527771,None,9.03495192527771,9.03495192527771,9.03495192527771,9.03495192527771,9.03495192527771,9.03495192527771,9.03495192527771,None,9.03495192527771,9.03495192527771,9.03495192527771,None,9.03495192527771,9.03495192527771,9.03495192527771,9.03495192527771,10.054571151733398,None,10.054571151733398,10.054571151733398,10.054571151733398,10.054571151733398,10.054571151733398,10.054571151733398,10.054571151733398,None,10.054571151733398,10.054571151733398,0.010643482208251953,0.010643482208251953,10.054571151733398,None,None,10.054571151733398,10.054571151733398,-0.48333333333333334,-0.17314814814814813,1,0,0,tree1_4,0.010643482208251953,None,10.054571151733398,None,10.054571151733398,None,11.356148958206177,None,11.356148958206177,11.356148958206177,11.356148958206177,11.356148958206177,11.356148958206177,11.356148958206177,11.356148958206177,None,11.356148958206177,11.356148958206177,11.356148958206177,None,11.356148958206177,11.356148958206177,11.356148958206177,11.356148958206177,11.356148958206177,None,11.356148958206177,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
7.1,6.9,7.1,6.6,6.8,$rewardval2,,,0,0,0,1,0,1,1,1,,,,,,,,,,,12.381628036499023,None,12.381628036499023,12.381628036499023,12.381628036499023,12.381628036499023,12.381628036499023,12.381628036499023,12.381628036499023,None,12.381628036499023,12.381628036499023,12.381628036499023,None,12.381628036499023,12.381628036499023,0.001851851851851852,-0.19814814814814816,1,0,0,circle1,0.011655807495117188,None,12.987568140029907,None,12.987568140029907,12.987568140029907,12.987568140029907,12.987568140029907,12.987568140029907,12.987568140029907,12.987568140029907,None,12.987568140029907,12.987568140029907,12.987568140029907,None,12.987568140029907,12.987568140029907,12.987568140029907,12.987568140029907,14.006098985671997,None,14.006098985671997,14.006098985671997,14.006098985671997,14.006098985671997,14.006098985671997,14.006098985671997,14.006098985671997,None,14.006098985671997,14.006098985671997,0.011894702911376953,0.011894702911376953,14.006098985671997,None,None,14.006098985671997,14.006098985671997,0.5203703703703704,-0.17314814814814813,1,0,0,skipsq,0.011894702911376953,None,14.006098985671997,None,14.006098985671997,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.2,-0.6,0,0,0,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.439594030380249,None,15.439594030380249,None,15.439594030380249,15.439594030380249,15.439594030380249,15.439594030380249,15.439594030380249,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.21,-0.6,0,0,0,1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.638209104537964,15.638209104537964,15.638209104537964,15.638209104537964,15.638209104537964,15.638209104537964,15.638209104537964,15.638209104537964,15.638209104537964,15.638209104537964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.22,-0.6,0,0,0,1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.794332027435303,15.794332027435303,15.794332027435303,15.794332027435303,15.794332027435303,15.794332027435303,15.794332027435303,15.794332027435303,15.794332027435303,15.794332027435303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.23,-0.6,0,0,0,1,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.989239931106567,15.989239931106567,15.989239931106567,15.989239931106567,15.989239931106567,15.989239931106567,15.989239931106567,15.989239931106567,15.989239931106567,15.989239931106567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.24,-0.6,0,0,0,1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.18235492706299,16.18235492706299,16.18235492706299,16.18235492706299,16.18235492706299,16.18235492706299,16.18235492706299,16.18235492706299,16.18235492706299,16.18235492706299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.25,-0.6,0,0,0,1,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.37426996231079,16.37426996231079,16.37426996231079,16.37426996231079,16.37426996231079,16.37426996231079,16.37426996231079,16.37426996231079,16.37426996231079,16.37426996231079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.26,-0.6,0,0,0,1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.572860956192017,16.572860956192017,16.572860956192017,16.572860956192017,16.572860956192017,16.572860956192017,16.572860956192017,16.572860956192017,16.572860956192017,16.572860956192017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.27,-0.6,0,0,0,1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.766839027404785,16.766839027404785,16.766839027404785,16.766839027404785,16.766839027404785,16.766839027404785,16.766839027404785,16.766839027404785,16.766839027404785,16.766839027404785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.28,-0.6,0,0,0,1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.96229314804077,16.96229314804077,16.96229314804077,16.96229314804077,16.96229314804077,16.96229314804077,16.96229314804077,16.96229314804077,16.96229314804077,16.96229314804077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.29,-0.6,0,0,0,1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.156139135360718,17.156139135360718,17.156139135360718,17.156139135360718,17.156139135360718,17.156139135360718,17.156139135360718,17.156139135360718,17.156139135360718,17.156139135360718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.3,-0.6,0,0,0,1,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.350290060043335,17.350290060043335,17.350290060043335,17.350290060043335,17.350290060043335,17.350290060043335,17.350290060043335,17.350290060043335,17.350290060043335,17.350290060043335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.31,-0.6,0,0,0,1,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.540850162506104,17.540850162506104,17.540850162506104,17.540850162506104,17.540850162506104,17.540850162506104,17.540850162506104,17.540850162506104,17.540850162506104,17.540850162506104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.32,-0.6,0,0,0,1,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.62672209739685,None,17.62672209739685,None,17.62672209739685,17.62672209739685,17.62672209739685,17.62672209739685,17.62672209739685,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.33,-0.6,0,0,0,1,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.74691605567932,None,17.74691605567932,None,17.74691605567932,17.74691605567932,17.74691605567932,17.74691605567932,17.74691605567932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.34,-0.6,0,0,0,1,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.831846952438354,None,17.831846952438354,None,17.831846952438354,17.831846952438354,17.831846952438354,17.831846952438354,17.831846952438354,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.35,-0.6,0,0,0,1,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.954101085662842,None,17.954101085662842,None,17.954101085662842,17.954101085662842,17.954101085662842,17.954101085662842,17.954101085662842,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.36,-0.6,0,0,0,1,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.04429006576538,None,18.04429006576538,None,18.04429006576538,18.04429006576538,18.04429006576538,18.04429006576538,18.04429006576538,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.37,-0.6,0,0,0,1,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.129569053649902,None,18.129569053649902,None,18.129569053649902,18.129569053649902,18.129569053649902,18.129569053649902,18.129569053649902,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.38,-0.6,0,0,0,1,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.253735065460205,None,18.253735065460205,None,18.253735065460205,18.253735065460205,18.253735065460205,18.253735065460205,18.253735065460205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.39,-0.6,0,0,0,1,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.338276147842407,None,18.338276147842407,None,18.338276147842407,18.338276147842407,18.338276147842407,18.338276147842407,18.338276147842407,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
6.2,6.2,6.8,6.1,6.1,$rewardval3,-0.4,0.0,0,0,0,1,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.419305086135864,None,18.419305086135864,None,18.419305086135864,18.419305086135864,18.419305086135864,18.419305086135864,18.419305086135864,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2213,untitled,2020.2.10,59.552465980599294,
