introtext.started,introtext.stopped,tree1_18.started,tree1_18.stopped,tree2_18.started,tree2_18.stopped,tree3_18.started,tree3_18.stopped,tree4_18.started,tree4_18.stopped,square_18.started,square_18.stopped,wait_7.started,wait_7.stopped,forward_11.started,forward_11.stopped,squaree_3.started,squaree_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.181272983551025,None,6.1996378898620605,None,6.1996378898620605,None,6.1996378898620605,None,6.1996378898620605,None,6.1996378898620605,None,6.1996378898620605,6.1996378898620605,6.1996378898620605,None,6.1996378898620605,6.1996378898620605,-0.026851851851851852,-0.2175925925925926,1,0,0,square_18,0.007768869400024414,None,,001,2021_Jul_21_0207,untitled,2020.2.10,59.95383003449169,
