time_bound.thisRepN,time_bound.thisTrialN,time_bound.thisN,time_bound.thisIndex,reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,introtext.started,introtext.stopped,tree.started,tree.stopped,tree1_18.started,tree1_18.stopped,tree2_18.started,tree2_18.stopped,tree3_18.started,tree3_18.stopped,tree4_18.started,tree4_18.stopped,square_18.started,square_18.stopped,wait_7.started,wait_7.stopped,forward_11.started,forward_11.stopped,squaree_3.started,squaree_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,tree1_12.started,tree1_12.stopped,tree2_12.started,tree2_12.stopped,tree3_12.started,tree3_12.stopped,tree4_12.started,tree4_12.stopped,square_12.started,square_12.stopped,wait_3.started,wait_3.stopped,forward_2.started,forward_2.stopped,squaree_2.started,squaree_2.stopped,gcircle.started,gcircle.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,10.16889500617981,None,11.181517124176025,None,21.246711015701294,None,21.246711015701294,None,21.246711015701294,None,21.246711015701294,None,21.246711015701294,None,21.246711015701294,21.246711015701294,21.246711015701294,None,21.246711015701294,21.246711015701294,0.012962962962962963,-0.20092592592592592,1,0,0,square_18,0.009724855422973633,None,35.167508125305176,None,35.167508125305176,None,35.167508125305176,None,35.167508125305176,None,35.167508125305176,None,35.167508125305176,35.167508125305176,35.167508125305176,None,35.167508125305176,35.167508125305176,35.167508125305176,35.167508125305176,,,,,,,
