time_bound.thisRepN,time_bound.thisTrialN,time_bound.thisN,time_bound.thisIndex,reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,introtext.started,introtext.stopped,tree.started,tree.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,4.691363096237183,None,5.694066047668457,None,,,,,,,
