rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,tree1_n,tree2_p,tree3_n,tree4_p,reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,pos1.thisRepN,pos1.thisTrialN,pos1.thisN,pos1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,reward2.thisRepN,reward2.thisTrialN,reward2.thisN,reward2.thisIndex,introtext.started,introtext.stopped,tree1_18.started,tree1_18.stopped,tree2_18.started,tree2_18.stopped,tree3_18.started,tree3_18.stopped,tree4_18.started,tree4_18.stopped,square_18.started,square_18.stopped,wait_7.started,wait_7.stopped,forward_11.started,forward_11.stopped,squaree_3.started,squaree_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,tree1_12.started,tree1_12.stopped,tree2_12.started,tree2_12.stopped,tree3_12.started,tree3_12.stopped,tree4_12.started,tree4_12.stopped,square_12.started,square_12.stopped,wait_3.started,wait_3.stopped,forward_2.started,forward_2.stopped,squaree_2.started,squaree_2.stopped,gcircle.started,gcircle.stopped,tree1_4.started,tree1_4.stopped,tree2_4.started,tree2_4.stopped,tree3_4.started,tree3_4.stopped,tree4_4.started,tree4_4.stopped,square_4.started,square_4.stopped,reward_2.started,reward_2.stopped,resp.started,resp.stopped,forward.started,forward.stopped,key_resp.keys,key_resp.started,key_resp.stopped,sol.x,sol.y,sol.leftButton,sol.midButton,sol.rightButton,sol.clicked_name,sol.started,sol.stopped,gcircle_2.started,gcircle_2.stopped,skipsq.started,skipsq.stopped,tree1_19.started,tree1_19.stopped,tree2_19.started,tree2_19.stopped,tree3_19.started,tree3_19.stopped,tree4_19.started,tree4_19.stopped,square_19.started,square_19.stopped,wait_8.started,wait_8.stopped,forward_12.started,forward_12.stopped,squaree_4.started,squaree_4.stopped,gcircle_3.started,gcircle_3.stopped,reward_7.started,reward_7.stopped,gcircle_4.started,gcircle_4.stopped,tree1_6.started,tree1_6.stopped,tree2_6.started,tree2_6.stopped,tree3_6.started,tree3_6.stopped,tree4_6.started,tree4_6.stopped,square_6.started,square_6.stopped,tree1_13.started,tree1_13.stopped,tree2_13.started,tree2_13.stopped,tree3_13.started,tree3_13.stopped,tree4_13.started,tree4_13.stopped,square_13.started,square_13.stopped,wait.started,wait.stopped,forward_3.started,forward_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.5,7.3,7.6,7.1,7.4,,,,,0,0,0,0,,,,,,,,,,,,,5.461755037307739,None,6.4948410987854,None,6.4948410987854,6.4948410987854,6.4948410987854,6.4948410987854,6.4948410987854,6.4948410987854,6.4948410987854,None,6.4948410987854,6.4948410987854,6.4948410987854,None,6.4948410987854,6.4948410987854,0.025925925925925925,-0.19537037037037036,1,0,0,square_18,0.012065649032592773,None,12.61592698097229,None,12.61592698097229,12.61592698097229,12.61592698097229,12.61592698097229,12.61592698097229,12.61592698097229,12.61592698097229,None,12.61592698097229,12.61592698097229,12.61592698097229,None,12.61592698097229,12.61592698097229,12.61592698097229,12.61592698097229,13.619121074676514,None,13.619121074676514,13.619121074676514,13.619121074676514,13.619121074676514,13.619121074676514,13.619121074676514,13.619121074676514,None,13.619121074676514,13.619121074676514,0.01280975341796875,0.01280975341796875,13.619121074676514,None,None,13.619121074676514,13.619121074676514,-0.46944444444444444,-0.17592592592592593,1,0,0,tree1_4,0.01280975341796875,None,13.619121074676514,None,13.619121074676514,None,14.747637033462524,None,14.747637033462524,14.747637033462524,14.747637033462524,14.747637033462524,14.747637033462524,14.747637033462524,14.747637033462524,None,14.747637033462524,14.747637033462524,14.747637033462524,None,14.747637033462524,14.747637033462524,14.747637033462524,14.747637033462524,14.747637033462524,None,14.747637033462524,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1633,untitled,2020.2.10,60.69948407730881,
7.1,6.9,7.1,6.6,6.8,,,,,0,1,1,1,,,,,,,,,,,,,,,15.772158145904541,None,15.772158145904541,15.772158145904541,15.772158145904541,15.772158145904541,15.772158145904541,15.772158145904541,15.772158145904541,None,15.772158145904541,15.772158145904541,15.772158145904541,None,15.772158145904541,15.772158145904541,0.025925925925925925,-0.19537037037037036,1,0,0,square_18,0.01407480239868164,None,17.042893171310425,None,17.042893171310425,17.042893171310425,17.042893171310425,17.042893171310425,17.042893171310425,17.042893171310425,17.042893171310425,None,17.042893171310425,17.042893171310425,17.042893171310425,None,17.042893171310425,17.042893171310425,17.042893171310425,17.042893171310425,18.0847589969635,None,18.0847589969635,18.0847589969635,18.0847589969635,18.0847589969635,18.0847589969635,18.0847589969635,18.0847589969635,None,18.0847589969635,18.0847589969635,0.009429931640625,0.009429931640625,18.0847589969635,None,None,18.0847589969635,18.0847589969635,0.48333333333333334,-0.1787037037037037,1,0,0,skipsq,0.009429931640625,None,18.0847589969635,None,18.0847589969635,None,19.357068061828613,None,19.357068061828613,19.357068061828613,19.357068061828613,19.357068061828613,19.357068061828613,19.357068061828613,19.357068061828613,None,19.357068061828613,19.357068061828613,19.357068061828613,None,19.357068061828613,19.357068061828613,19.357068061828613,19.357068061828613,19.357068061828613,None,19.357068061828613,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1633,untitled,2020.2.10,60.69948407730881,
,,,,,-0.2,0.2,0.6,-0.6,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.379868984222412,None,20.379868984222412,None,20.379868984222412,None,20.379868984222412,None,20.379868984222412,None,,,,,,,,,,,,,,,,001,2021_Jul_27_1633,untitled,2020.2.10,60.69948407730881,
,,,,,-0.25,0.15,0.55,-0.6,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.890974044799805,None,20.890974044799805,None,20.890974044799805,None,20.890974044799805,None,20.890974044799805,None,,,,,,,,,,,,,,,,001,2021_Jul_27_1633,untitled,2020.2.10,60.69948407730881,
,,,,,-0.3,0.1,0.5,-0.6,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.39702796936035,None,21.39702796936035,None,21.39702796936035,None,21.39702796936035,None,21.39702796936035,None,,,,,,,,,,,,,,,,001,2021_Jul_27_1633,untitled,2020.2.10,60.69948407730881,
,,,,,-0.35,0.05,0.45,-0.6,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.863424062728882,None,21.863424062728882,None,21.863424062728882,None,21.863424062728882,None,21.863424062728882,None,,,,,,,,,,,,,,,,001,2021_Jul_27_1633,untitled,2020.2.10,60.69948407730881,
,,,,,-0.4,0.0,0.4,0.6,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.387331008911133,None,22.387331008911133,None,22.387331008911133,None,22.387331008911133,None,22.387331008911133,None,,,,,,,,,,,,,,,,001,2021_Jul_27_1633,untitled,2020.2.10,60.69948407730881,
,,,,,-0.45,-0.05,0.35,0.6,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.886588096618652,None,22.886588096618652,None,22.886588096618652,None,22.886588096618652,None,22.886588096618652,None,,,,,,,,,,,,,,,,001,2021_Jul_27_1633,untitled,2020.2.10,60.69948407730881,
,,,,,-0.5,-0.1,0.3,0.6,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.384763956069946,None,23.384763956069946,None,23.384763956069946,None,23.384763956069946,None,23.384763956069946,None,,,,,,,,,,,,,,,,001,2021_Jul_27_1633,untitled,2020.2.10,60.69948407730881,
,,,,,-0.55,-0.15,0.25,0.6,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.876816987991333,None,23.876816987991333,None,23.876816987991333,None,23.876816987991333,None,23.876816987991333,None,,,,,,,,,,,,,,,,001,2021_Jul_27_1633,untitled,2020.2.10,60.69948407730881,
