rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,tree1_n,tree2_p,time.thisRepN,time.thisTrialN,time.thisN,time.thisIndex,reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,pos_1.thisRepN,pos_1.thisTrialN,pos_1.thisN,pos_1.thisIndex,reward2.thisRepN,reward2.thisTrialN,reward2.thisN,reward2.thisIndex,introtext.started,introtext.stopped,tree1_18.started,tree1_18.stopped,tree2_18.started,tree2_18.stopped,tree3_18.started,tree3_18.stopped,tree4_18.started,tree4_18.stopped,circle1.started,circle1.stopped,wait_7.started,wait_7.stopped,forward_11.started,forward_11.stopped,squaree_3.started,squaree_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,tree1_12.started,tree1_12.stopped,tree2_12.started,tree2_12.stopped,tree3_12.started,tree3_12.stopped,tree4_12.started,tree4_12.stopped,circle2.started,circle2.stopped,wait_3.started,wait_3.stopped,forward_2.started,forward_2.stopped,squaree_2.started,squaree_2.stopped,gcircle.started,gcircle.stopped,tree1_4.started,tree1_4.stopped,tree2_4.started,tree2_4.stopped,tree3_4.started,tree3_4.stopped,tree4_4.started,tree4_4.stopped,circle3.started,circle3.stopped,reward_2.started,reward_2.stopped,resp.started,resp.stopped,forward.started,forward.stopped,key_resp.keys,key_resp.started,key_resp.stopped,sol.x,sol.y,sol.leftButton,sol.midButton,sol.rightButton,sol.clicked_name,sol.started,sol.stopped,gcircle_2.started,gcircle_2.stopped,skipsq.started,skipsq.stopped,tree1_19.started,tree1_19.stopped,tree2_19.started,tree2_19.stopped,tree3_19.started,tree3_19.stopped,tree4_19.started,tree4_19.stopped,circle4.started,circle4.stopped,wait_8.started,wait_8.stopped,forward_12.started,forward_12.stopped,squaree_4.started,squaree_4.stopped,gcircle_3.started,gcircle_3.stopped,reward_7.started,reward_7.stopped,gcircle_4.started,gcircle_4.stopped,tree1_6.started,tree1_6.stopped,tree2_6.started,tree2_6.stopped,tree3_6.started,tree3_6.stopped,tree4_6.started,tree4_6.stopped,circle5.started,circle5.stopped,tree1_20.started,tree1_20.stopped,tree2_20.started,tree2_20.stopped,tree3_20.started,tree3_20.stopped,tree4_20.started,tree4_20.stopped,circle.started,circle.stopped,forward_13.started,forward_13.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.clicked_name,mouse_4.started,mouse_4.stopped,tree1_13.started,tree1_13.stopped,tree2_13.started,tree2_13.stopped,tree3_13.started,tree3_13.stopped,tree4_13.started,tree4_13.stopped,circle6.started,circle6.stopped,wait.started,wait.stopped,forward_3.started,forward_3.stopped,tree1_5.started,tree1_5.stopped,tree2_5.started,tree2_5.stopped,tree3_5.started,tree3_5.stopped,tree4_5.started,tree4_5.stopped,circle_5.started,circle_5.stopped,reward_3.started,reward_3.stopped,forward_7.started,forward_7.stopped,sol_2.x,sol_2.y,sol_2.leftButton,sol_2.midButton,sol_2.rightButton,sol_2.clicked_name,sol_2.started,sol_2.stopped,skipsq_2.started,skipsq_2.stopped,gcircle_5.started,gcircle_5.stopped,tree1_21.started,tree1_21.stopped,tree2_21.started,tree2_21.stopped,tree3_21.started,tree3_21.stopped,tree4_21.started,tree4_21.stopped,circle_6.started,circle_6.stopped,reward_9.started,reward_9.stopped,forward_15.started,forward_15.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,-0.6,-0.08,0,0,0,0,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.63882088661194,None,21.63882088661194,None,21.63882088661194,21.63882088661194,21.63882088661194,21.63882088661194,21.63882088661194,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2201,untitled,2020.2.10,59.869108266162705,
,,,,,-0.6,-0.09,0,0,0,0,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.722278833389282,None,21.722278833389282,None,21.722278833389282,21.722278833389282,21.722278833389282,21.722278833389282,21.722278833389282,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2201,untitled,2020.2.10,59.869108266162705,
,,,,,-0.6,-0.1,0,0,0,0,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.84765386581421,None,21.84765386581421,None,21.84765386581421,21.84765386581421,21.84765386581421,21.84765386581421,21.84765386581421,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2201,untitled,2020.2.10,59.869108266162705,
,,,,,-0.6,-0.11,0,0,0,0,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.937405824661255,None,21.937405824661255,None,21.937405824661255,21.937405824661255,21.937405824661255,21.937405824661255,21.937405824661255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2201,untitled,2020.2.10,59.869108266162705,
,,,,,-0.6,-0.12,0,0,0,0,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.021456003189087,None,22.021456003189087,None,22.021456003189087,22.021456003189087,22.021456003189087,22.021456003189087,22.021456003189087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2201,untitled,2020.2.10,59.869108266162705,
,,,,,-0.6,-0.13,0,0,0,0,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.147192001342773,None,22.147192001342773,None,22.147192001342773,22.147192001342773,22.147192001342773,22.147192001342773,22.147192001342773,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2201,untitled,2020.2.10,59.869108266162705,
,,,,,-0.6,-0.14,0,0,0,0,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.229811906814575,None,22.229811906814575,None,22.229811906814575,22.229811906814575,22.229811906814575,22.229811906814575,22.229811906814575,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2201,untitled,2020.2.10,59.869108266162705,
,,,,,-0.6,-0.15,0,0,0,0,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.308894872665405,None,22.308894872665405,None,22.308894872665405,22.308894872665405,22.308894872665405,22.308894872665405,22.308894872665405,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2201,untitled,2020.2.10,59.869108266162705,
,,,,,-0.6,-0.16,0,0,0,0,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.428879022598267,None,22.428879022598267,None,22.428879022598267,22.428879022598267,22.428879022598267,22.428879022598267,22.428879022598267,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2201,untitled,2020.2.10,59.869108266162705,
,,,,,-0.6,-0.17,0,0,0,0,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.50801396369934,None,22.50801396369934,None,22.50801396369934,22.50801396369934,22.50801396369934,22.50801396369934,22.50801396369934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2201,untitled,2020.2.10,59.869108266162705,
,,,,,-0.6,-0.18,0,0,0,0,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.630730867385864,None,22.630730867385864,None,22.630730867385864,22.630730867385864,22.630730867385864,22.630730867385864,22.630730867385864,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2201,untitled,2020.2.10,59.869108266162705,
,,,,,-0.6,-0.19,0,0,0,0,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.71220588684082,None,22.71220588684082,None,22.71220588684082,22.71220588684082,22.71220588684082,22.71220588684082,22.71220588684082,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2201,untitled,2020.2.10,59.869108266162705,
,,,,,-0.6,-0.2,0,0,0,0,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.835417985916138,None,22.835417985916138,None,22.835417985916138,22.835417985916138,22.835417985916138,22.835417985916138,22.835417985916138,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_01_2201,untitled,2020.2.10,59.869108266162705,
7.5,7.3,7.6,7.1,7.4,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.94976282119751,22.94976282119751,22.94976282119751,None,22.94976282119751,22.94976282119751,22.94976282119751,22.94976282119751,22.94976282119751,None,22.94976282119751,None,-0.012037037037037037,-0.19814814814814816,1,0,0,circle,0.015642881393432617,None,24.803410053253174,24.803410053253174,24.803410053253174,None,24.803410053253174,24.803410053253174,24.803410053253174,24.803410053253174,24.803410053253174,None,24.803410053253174,24.803410053253174,24.803410053253174,None,25.819459915161133,25.819459915161133,25.819459915161133,None,25.819459915161133,25.819459915161133,25.819459915161133,25.819459915161133,25.819459915161133,None,25.819459915161133,25.819459915161133,25.819459915161133,None,0.48333333333333334,-0.14814814814814814,1,0,0,tree2_5,0.009141683578491211,None,25.819459915161133,None,25.819459915161133,None,28.20583200454712,28.20583200454712,28.20583200454712,None,28.20583200454712,28.20583200454712,28.20583200454712,28.20583200454712,28.20583200454712,None,28.20583200454712,None,28.20583200454712,None,,001,2021_Aug_01_2201,untitled,2020.2.10,59.869108266162705,
7.1,6.9,7.1,6.6,6.8,,,0,0,0,0,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.208082914352417,29.208082914352417,29.208082914352417,None,29.208082914352417,29.208082914352417,29.208082914352417,29.208082914352417,29.208082914352417,None,29.208082914352417,None,0.03518518518518519,-0.20925925925925926,1,0,0,circle,0.01389765739440918,None,29.514180898666382,29.514180898666382,29.514180898666382,None,29.514180898666382,29.514180898666382,29.514180898666382,29.514180898666382,29.514180898666382,None,29.514180898666382,29.514180898666382,29.514180898666382,None,30.53563094139099,30.53563094139099,30.53563094139099,None,30.53563094139099,30.53563094139099,30.53563094139099,30.53563094139099,30.53563094139099,None,30.53563094139099,30.53563094139099,30.53563094139099,None,-0.44166666666666665,-0.21851851851851853,1,0,0,skipsq_2,0.011191368103027344,None,30.53563094139099,None,30.53563094139099,None,32.03446888923645,32.03446888923645,32.03446888923645,None,32.03446888923645,32.03446888923645,32.03446888923645,32.03446888923645,32.03446888923645,None,32.03446888923645,None,32.03446888923645,None,,001,2021_Aug_01_2201,untitled,2020.2.10,59.869108266162705,
