rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,reward2.thisRepN,reward2.thisTrialN,reward2.thisN,reward2.thisIndex,introtext.started,introtext.stopped,tree1_18.started,tree1_18.stopped,tree2_18.started,tree2_18.stopped,tree3_18.started,tree3_18.stopped,tree4_18.started,tree4_18.stopped,square_18.started,square_18.stopped,wait_7.started,wait_7.stopped,forward_11.started,forward_11.stopped,squaree_3.started,squaree_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,tree1_12.started,tree1_12.stopped,tree2_12.started,tree2_12.stopped,tree3_12.started,tree3_12.stopped,tree4_12.started,tree4_12.stopped,square_12.started,square_12.stopped,wait_3.started,wait_3.stopped,forward_2.started,forward_2.stopped,squaree_2.started,squaree_2.stopped,gcircle.started,gcircle.stopped,tree1_4.started,tree1_4.stopped,tree2_4.started,tree2_4.stopped,tree3_4.started,tree3_4.stopped,tree4_4.started,tree4_4.stopped,square_4.started,square_4.stopped,reward_2.started,reward_2.stopped,resp.started,resp.stopped,forward.started,forward.stopped,key_resp.keys,key_resp.started,key_resp.stopped,skip.x,skip.y,skip.leftButton,skip.midButton,skip.rightButton,skip.time,skip.clicked_name,skip.started,skip.stopped,gcircle_2.started,gcircle_2.stopped,skipsq.started,skipsq.stopped,tree1_19.started,tree1_19.stopped,tree2_19.started,tree2_19.stopped,tree3_19.started,tree3_19.stopped,tree4_19.started,tree4_19.stopped,square_19.started,square_19.stopped,wait_8.started,wait_8.stopped,forward_12.started,forward_12.stopped,squaree_4.started,squaree_4.stopped,gcircle_3.started,gcircle_3.stopped,reward_7.started,reward_7.stopped,gcircle_4.started,gcircle_4.stopped,tree1_13.started,tree1_13.stopped,tree2_13.started,tree2_13.stopped,tree3_13.started,tree3_13.stopped,tree4_13.started,tree4_13.stopped,square_13.started,square_13.stopped,wait.started,wait.stopped,forward_3.started,forward_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.5,7.3,7.6,7.1,7.4,0,0,0,0,,,,,,,,,8.970899820327759,None,10.00015902519226,None,10.00015902519226,10.00015902519226,10.00015902519226,10.00015902519226,10.00015902519226,10.00015902519226,10.00015902519226,None,10.00015902519226,10.00015902519226,10.00015902519226,None,10.00015902519226,10.00015902519226,-0.012037037037037037,-0.21481481481481482,1,0,0,square_18,0.015086174011230469,None,11.46621298789978,None,11.46621298789978,11.46621298789978,11.46621298789978,11.46621298789978,11.46621298789978,11.46621298789978,11.46621298789978,None,11.46621298789978,11.46621298789978,11.46621298789978,None,11.46621298789978,11.46621298789978,11.46621298789978,11.46621298789978,12.502159833908081,None,12.502159833908081,12.502159833908081,12.502159833908081,12.502159833908081,12.502159833908081,12.502159833908081,12.502159833908081,None,12.502159833908081,12.502159833908081,0.00026726722717285156,None,12.502159833908081,None,None,12.502159833908081,None,0.4546296296296296,-0.2712962962962963,1,0,0,3.635321855545044,skipsq,0.00026726722717285156,None,12.502159833908081,None,12.502159833908081,None,16.170869827270508,None,16.170869827270508,None,16.170869827270508,None,16.170869827270508,None,16.170869827270508,None,16.170869827270508,None,16.170869827270508,None,16.170869827270508,16.170869827270508,16.170869827270508,16.170869827270508,16.170869827270508,None,16.170869827270508,None,,,,,,,,,,,,,,,,001,2021_Jul_27_1501,untitled,2020.2.10,59.90673280591426,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.23106288909912,None,17.23106288909912,None,17.23106288909912,None,17.23106288909912,None,17.23106288909912,None,17.23106288909912,None,17.23106288909912,None,,,,,,,
