rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,tree1_n,tree2_p,reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,pos1.thisRepN,pos1.thisTrialN,pos1.thisN,pos1.thisIndex,reward2.thisRepN,reward2.thisTrialN,reward2.thisN,reward2.thisIndex,introtext.started,introtext.stopped,tree1_18.started,tree1_18.stopped,tree2_18.started,tree2_18.stopped,tree3_18.started,tree3_18.stopped,tree4_18.started,tree4_18.stopped,circle1.started,circle1.stopped,wait_7.started,wait_7.stopped,forward_11.started,forward_11.stopped,squaree_3.started,squaree_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,tree1_12.started,tree1_12.stopped,tree2_12.started,tree2_12.stopped,tree3_12.started,tree3_12.stopped,tree4_12.started,tree4_12.stopped,circle2.started,circle2.stopped,wait_3.started,wait_3.stopped,forward_2.started,forward_2.stopped,squaree_2.started,squaree_2.stopped,gcircle.started,gcircle.stopped,tree1_4.started,tree1_4.stopped,tree2_4.started,tree2_4.stopped,tree3_4.started,tree3_4.stopped,tree4_4.started,tree4_4.stopped,circle3.started,circle3.stopped,reward_2.started,reward_2.stopped,resp.started,resp.stopped,forward.started,forward.stopped,key_resp.keys,key_resp.started,key_resp.stopped,sol.x,sol.y,sol.leftButton,sol.midButton,sol.rightButton,sol.clicked_name,sol.started,sol.stopped,gcircle_2.started,gcircle_2.stopped,skipsq.started,skipsq.stopped,tree1_19.started,tree1_19.stopped,tree2_19.started,tree2_19.stopped,tree3_19.started,tree3_19.stopped,tree4_19.started,tree4_19.stopped,circle4.started,circle4.stopped,wait_8.started,wait_8.stopped,forward_12.started,forward_12.stopped,squaree_4.started,squaree_4.stopped,gcircle_3.started,gcircle_3.stopped,reward_7.started,reward_7.stopped,gcircle_4.started,gcircle_4.stopped,tree1_6.started,tree1_6.stopped,tree2_6.started,tree2_6.stopped,tree3_6.started,tree3_6.stopped,tree4_6.started,tree4_6.stopped,circle5.started,circle5.stopped,tree1_20.started,tree1_20.stopped,tree2_20.started,tree2_20.stopped,tree3_20.started,tree3_20.stopped,tree4_20.started,tree4_20.stopped,circle.started,circle.stopped,forward_13.started,forward_13.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.clicked_name,mouse_4.started,mouse_4.stopped,tree1_13.started,tree1_13.stopped,tree2_13.started,tree2_13.stopped,tree3_13.started,tree3_13.stopped,tree4_13.started,tree4_13.stopped,circle6.started,circle6.stopped,wait.started,wait.stopped,forward_3.started,forward_3.stopped,tree1_5.started,tree1_5.stopped,tree2_5.started,tree2_5.stopped,tree3_5.started,tree3_5.stopped,tree4_5.started,tree4_5.stopped,circle_5.started,circle_5.stopped,reward_3.started,reward_3.stopped,forward_7.started,forward_7.stopped,sol_2.x,sol_2.y,sol_2.leftButton,sol_2.midButton,sol_2.rightButton,sol_2.clicked_name,sol_2.started,sol_2.stopped,skipsq_2.started,skipsq_2.stopped,gcircle_5.started,gcircle_5.stopped,tree1_21.started,tree1_21.stopped,tree2_21.started,tree2_21.stopped,tree3_21.started,tree3_21.stopped,tree4_21.started,tree4_21.stopped,circle_6.started,circle_6.stopped,reward_9.started,reward_9.stopped,forward_15.started,forward_15.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,-0.6,-0.1,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.27083396911621,None,39.27083396911621,None,39.27083396911621,39.27083396911621,39.27083396911621,39.27083396911621,39.27083396911621,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1916,untitled,2020.2.10,None,
,,,,,-0.6,-0.11,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.35302996635437,None,39.35302996635437,None,39.35302996635437,39.35302996635437,39.35302996635437,39.35302996635437,39.35302996635437,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1916,untitled,2020.2.10,None,
,,,,,-0.6,-0.12,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.47540998458862,None,39.47540998458862,None,39.47540998458862,39.47540998458862,39.47540998458862,39.47540998458862,39.47540998458862,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1916,untitled,2020.2.10,None,
,,,,,-0.6,-0.13,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.56366300582886,None,39.56366300582886,None,39.56366300582886,39.56366300582886,39.56366300582886,39.56366300582886,39.56366300582886,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1916,untitled,2020.2.10,None,
,,,,,-0.6,-0.14,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.64635705947876,None,39.64635705947876,None,39.64635705947876,39.64635705947876,39.64635705947876,39.64635705947876,39.64635705947876,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1916,untitled,2020.2.10,None,
,,,,,-0.6,-0.15,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.76346802711487,None,39.76346802711487,None,39.76346802711487,39.76346802711487,39.76346802711487,39.76346802711487,39.76346802711487,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1916,untitled,2020.2.10,None,
,,,,,-0.6,-0.16,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.84803295135498,None,39.84803295135498,None,39.84803295135498,39.84803295135498,39.84803295135498,39.84803295135498,39.84803295135498,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1916,untitled,2020.2.10,None,
,,,,,-0.6,-0.17,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.96611714363098,None,39.96611714363098,None,39.96611714363098,39.96611714363098,39.96611714363098,39.96611714363098,39.96611714363098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1916,untitled,2020.2.10,None,
,,,,,-0.6,-0.18,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.04417705535889,None,40.04417705535889,None,40.04417705535889,40.04417705535889,40.04417705535889,40.04417705535889,40.04417705535889,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1916,untitled,2020.2.10,None,
,,,,,-0.6,-0.19,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.17179894447327,None,40.17179894447327,None,40.17179894447327,40.17179894447327,40.17179894447327,40.17179894447327,40.17179894447327,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1916,untitled,2020.2.10,None,
,,,,,-0.6,-0.2,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.25077795982361,None,40.25077795982361,None,40.25077795982361,40.25077795982361,40.25077795982361,40.25077795982361,40.25077795982361,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_27_1916,untitled,2020.2.10,None,
7.5,7.3,7.6,7.1,7.4,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.46532702445984,40.46532702445984,40.46532702445984,None,40.46532702445984,40.46532702445984,40.46532702445984,40.46532702445984,40.46532702445984,None,40.46532702445984,None,-0.009259259259259259,-0.21481481481481482,1,0,0,circle,0.010878801345825195,None,41.55805802345276,41.55805802345276,41.55805802345276,None,41.55805802345276,41.55805802345276,41.55805802345276,41.55805802345276,41.55805802345276,None,41.55805802345276,41.55805802345276,41.55805802345276,None,42.58325004577637,42.58325004577637,42.58325004577637,None,42.58325004577637,42.58325004577637,42.58325004577637,42.58325004577637,42.58325004577637,None,42.58325004577637,42.58325004577637,42.58325004577637,None,0.48518518518518516,-0.1527777777777778,1,0,0,tree2_5,0.011954545974731445,None,42.58325004577637,None,42.58325004577637,None,44.039154052734375,44.039154052734375,44.039154052734375,None,44.039154052734375,44.039154052734375,44.039154052734375,44.039154052734375,44.039154052734375,None,44.039154052734375,None,44.039154052734375,None,,001,2021_Jul_27_1916,untitled,2020.2.10,None,
7.1,6.9,7.1,6.6,6.8,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.049407958984375,45.049407958984375,45.049407958984375,None,45.049407958984375,45.049407958984375,45.049407958984375,45.049407958984375,45.049407958984375,None,45.049407958984375,None,0.02962962962962963,-0.1925925925925926,1,0,0,circle,0.013542413711547852,None,45.244051933288574,45.244051933288574,45.244051933288574,None,45.244051933288574,45.244051933288574,45.244051933288574,45.244051933288574,45.244051933288574,None,45.244051933288574,45.244051933288574,45.244051933288574,None,46.26616096496582,46.26616096496582,46.26616096496582,None,46.26616096496582,46.26616096496582,46.26616096496582,46.26616096496582,46.26616096496582,None,46.26616096496582,46.26616096496582,46.26616096496582,None,0.49074074074074076,-0.20092592592592592,1,0,0,tree2_5,0.0052340030670166016,None,46.26616096496582,None,46.26616096496582,None,47.48953199386597,47.48953199386597,47.48953199386597,None,47.48953199386597,47.48953199386597,47.48953199386597,47.48953199386597,47.48953199386597,None,47.48953199386597,None,47.48953199386597,None,,001,2021_Jul_27_1916,untitled,2020.2.10,None,
6.2,6.2,6.8,6.1,6.1,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.500333070755005,48.500333070755005,48.500333070755005,None,48.500333070755005,48.500333070755005,48.500333070755005,48.500333070755005,48.500333070755005,None,48.500333070755005,None,0.005555555555555556,-0.18888888888888888,1,0,0,circle,0.010650634765625,None,48.60938000679016,48.60938000679016,48.60938000679016,None,48.60938000679016,48.60938000679016,48.60938000679016,48.60938000679016,48.60938000679016,None,48.60938000679016,48.60938000679016,48.60938000679016,None,49.66588306427002,49.66588306427002,49.66588306427002,None,49.66588306427002,49.66588306427002,49.66588306427002,49.66588306427002,49.66588306427002,None,49.66588306427002,49.66588306427002,49.66588306427002,None,-0.45185185185185184,-0.19907407407407407,1,0,0,skipsq_2,0.003477811813354492,None,49.66588306427002,None,49.66588306427002,None,50.791248083114624,50.791248083114624,50.791248083114624,None,50.791248083114624,50.791248083114624,50.791248083114624,50.791248083114624,50.791248083114624,None,50.791248083114624,None,50.791248083114624,None,,001,2021_Jul_27_1916,untitled,2020.2.10,None,
