time_bound.thisRepN,time_bound.thisTrialN,time_bound.thisN,time_bound.thisIndex,reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,introtext.started,introtext.stopped,tree1_18.started,tree1_18.stopped,tree2_18.started,tree2_18.stopped,tree3_18.started,tree3_18.stopped,tree4_18.started,tree4_18.stopped,square_18.started,square_18.stopped,wait_7.started,wait_7.stopped,forward_11.started,forward_11.stopped,squaree_3.started,squaree_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,tree.started,tree.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,5.0118138790130615,None,6.047185897827148,None,6.047185897827148,None,6.047185897827148,None,6.047185897827148,None,6.047185897827148,None,6.047185897827148,6.047185897827148,6.047185897827148,None,6.047185897827148,6.047185897827148,-0.021296296296296296,-0.22592592592592592,1,0,0,square_18,0.007807493209838867,None,,,,,,,,001,2021_Jul_21_0205,untitled,2020.2.10,59.89774992716825,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.703019857406616,13.715397834777832,7.703019857406616,None,7.703019857406616,None,,,,,,,
