rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,tree1_n,tree2_p,time.thisRepN,time.thisTrialN,time.thisN,time.thisIndex,reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,pos_1.thisRepN,pos_1.thisTrialN,pos_1.thisN,pos_1.thisIndex,reward2.thisRepN,reward2.thisTrialN,reward2.thisN,reward2.thisIndex,introtext.started,introtext.stopped,tree1_18.started,tree1_18.stopped,tree2_18.started,tree2_18.stopped,tree3_18.started,tree3_18.stopped,tree4_18.started,tree4_18.stopped,circle1.started,circle1.stopped,wait_7.started,wait_7.stopped,forward_11.started,forward_11.stopped,squaree_3.started,squaree_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,tree1_12.started,tree1_12.stopped,tree2_12.started,tree2_12.stopped,tree3_12.started,tree3_12.stopped,tree4_12.started,tree4_12.stopped,circle2.started,circle2.stopped,wait_3.started,wait_3.stopped,forward_2.started,forward_2.stopped,squaree_2.started,squaree_2.stopped,gcircle.started,gcircle.stopped,tree1_4.started,tree1_4.stopped,tree2_4.started,tree2_4.stopped,tree3_4.started,tree3_4.stopped,tree4_4.started,tree4_4.stopped,circle3.started,circle3.stopped,reward_2.started,reward_2.stopped,resp.started,resp.stopped,forward.started,forward.stopped,key_resp.keys,key_resp.started,key_resp.stopped,sol.x,sol.y,sol.leftButton,sol.midButton,sol.rightButton,sol.clicked_name,sol.started,sol.stopped,gcircle_2.started,gcircle_2.stopped,skipsq.started,skipsq.stopped,tree1_19.started,tree1_19.stopped,tree2_19.started,tree2_19.stopped,tree3_19.started,tree3_19.stopped,tree4_19.started,tree4_19.stopped,circle4.started,circle4.stopped,wait_8.started,wait_8.stopped,forward_12.started,forward_12.stopped,squaree_4.started,squaree_4.stopped,gcircle_3.started,gcircle_3.stopped,reward_7.started,reward_7.stopped,gcircle_4.started,gcircle_4.stopped,tree1_6.started,tree1_6.stopped,tree2_6.started,tree2_6.stopped,tree3_6.started,tree3_6.stopped,tree4_6.started,tree4_6.stopped,circle5.started,circle5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,-0.28,-0.6,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.2401089668274,307.2401089668274,307.2401089668274,307.2401089668274,307.2401089668274,307.2401089668274,307.2401089668274,307.2401089668274,307.2401089668274,307.2401089668274,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.29,-0.6,0,0,0,0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.4385919570923,307.4385919570923,307.4385919570923,307.4385919570923,307.4385919570923,307.4385919570923,307.4385919570923,307.4385919570923,307.4385919570923,307.4385919570923,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.3,-0.6,0,0,0,0,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.633113861084,307.633113861084,307.633113861084,307.633113861084,307.633113861084,307.633113861084,307.633113861084,307.633113861084,307.633113861084,307.633113861084,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.31,-0.6,0,0,0,0,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.82695293426514,307.82695293426514,307.82695293426514,307.82695293426514,307.82695293426514,307.82695293426514,307.82695293426514,307.82695293426514,307.82695293426514,307.82695293426514,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.32,-0.6,0,0,0,0,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.91427993774414,None,307.91427993774414,None,307.91427993774414,307.91427993774414,307.91427993774414,307.91427993774414,307.91427993774414,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.33,-0.6,0,0,0,0,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.0385489463806,None,308.0385489463806,None,308.0385489463806,308.0385489463806,308.0385489463806,308.0385489463806,308.0385489463806,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.34,-0.6,0,0,0,0,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.1241569519043,None,308.1241569519043,None,308.1241569519043,308.1241569519043,308.1241569519043,308.1241569519043,308.1241569519043,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.35,-0.6,0,0,0,0,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.2082748413086,None,308.2082748413086,None,308.2082748413086,308.2082748413086,308.2082748413086,308.2082748413086,308.2082748413086,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.36,-0.6,0,0,0,0,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.33391189575195,None,308.33391189575195,None,308.33391189575195,308.33391189575195,308.33391189575195,308.33391189575195,308.33391189575195,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.37,-0.6,0,0,0,0,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.41627287864685,None,308.41627287864685,None,308.41627287864685,308.41627287864685,308.41627287864685,308.41627287864685,308.41627287864685,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.38,-0.6,0,0,0,0,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.50007486343384,None,308.50007486343384,None,308.50007486343384,308.50007486343384,308.50007486343384,308.50007486343384,308.50007486343384,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.39,-0.6,0,0,0,0,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.63256788253784,None,308.63256788253784,None,308.63256788253784,308.63256788253784,308.63256788253784,308.63256788253784,308.63256788253784,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.4,0.0,0,0,0,0,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.71510195732117,None,308.71510195732117,None,308.71510195732117,308.71510195732117,308.71510195732117,308.71510195732117,308.71510195732117,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.6,-0.01,0,0,0,0,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.7989709377289,None,308.7989709377289,None,308.7989709377289,308.7989709377289,308.7989709377289,308.7989709377289,308.7989709377289,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.6,-0.02,0,0,0,0,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.92455792427063,None,308.92455792427063,None,308.92455792427063,308.92455792427063,308.92455792427063,308.92455792427063,308.92455792427063,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.6,-0.03,0,0,0,0,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.01015186309814,None,309.01015186309814,None,309.01015186309814,309.01015186309814,309.01015186309814,309.01015186309814,309.01015186309814,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.6,-0.04,0,0,0,0,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.13242197036743,None,309.13242197036743,None,309.13242197036743,309.13242197036743,309.13242197036743,309.13242197036743,309.13242197036743,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.6,-0.05,0,0,0,0,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.21412992477417,None,309.21412992477417,None,309.21412992477417,309.21412992477417,309.21412992477417,309.21412992477417,309.21412992477417,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.6,-0.06,0,0,0,0,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.3402650356293,None,309.3402650356293,None,309.3402650356293,309.3402650356293,309.3402650356293,309.3402650356293,309.3402650356293,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.6,-0.07,0,0,0,0,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.425509929657,None,309.425509929657,None,309.425509929657,309.425509929657,309.425509929657,309.425509929657,309.425509929657,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.6,-0.08,0,0,0,0,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.5129768848419,None,309.5129768848419,None,309.5129768848419,309.5129768848419,309.5129768848419,309.5129768848419,309.5129768848419,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.6,-0.09,0,0,0,0,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.6364858150482,None,309.6364858150482,None,309.6364858150482,309.6364858150482,309.6364858150482,309.6364858150482,309.6364858150482,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.6,-0.1,0,0,0,0,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.71963691711426,None,309.71963691711426,None,309.71963691711426,309.71963691711426,309.71963691711426,309.71963691711426,309.71963691711426,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.6,-0.11,0,0,0,0,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.8049168586731,None,309.8049168586731,None,309.8049168586731,309.8049168586731,309.8049168586731,309.8049168586731,309.8049168586731,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.6,-0.12,0,0,0,0,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.92969489097595,None,309.92969489097595,None,309.92969489097595,309.92969489097595,309.92969489097595,309.92969489097595,309.92969489097595,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.6,-0.13,0,0,0,0,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.01335191726685,None,310.01335191726685,None,310.01335191726685,310.01335191726685,310.01335191726685,310.01335191726685,310.01335191726685,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.6,-0.14,0,0,0,0,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.1382939815521,None,310.1382939815521,None,310.1382939815521,310.1382939815521,310.1382939815521,310.1382939815521,310.1382939815521,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.6,-0.15,0,0,0,0,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.22290897369385,None,310.22290897369385,None,310.22290897369385,310.22290897369385,310.22290897369385,310.22290897369385,310.22290897369385,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.6,-0.16,0,0,0,0,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.3086190223694,None,310.3086190223694,None,310.3086190223694,310.3086190223694,310.3086190223694,310.3086190223694,310.3086190223694,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.6,-0.17,0,0,0,0,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.4350700378418,None,310.4350700378418,None,310.4350700378418,310.4350700378418,310.4350700378418,310.4350700378418,310.4350700378418,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.6,-0.18,0,0,0,0,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.5180859565735,None,310.5180859565735,None,310.5180859565735,310.5180859565735,310.5180859565735,310.5180859565735,310.5180859565735,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.6,-0.19,0,0,0,0,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.6002359390259,None,310.6002359390259,None,310.6002359390259,310.6002359390259,310.6002359390259,310.6002359390259,310.6002359390259,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
,,,,,-0.6,-0.2,0,0,0,0,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.73023200035095,None,310.73023200035095,None,310.73023200035095,310.73023200035095,310.73023200035095,310.73023200035095,310.73023200035095,None,,001,2021_Jul_30_2209,untitled,2020.2.10,60.35108721927412,
